"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6018","0","127.9","34.4","-0.3","109","0.0"
"","Haryana","6197","178","122.8","43.7","1.6","205","0.7"
"","Rajasthan","9028","0","180.6","45.5","1.4","469","0.0"
"","Delhi","3654","0","75.0","64.2","-0.9","168","0.1"
"","UP","14770","795","305.7","108.2","1.7","647","0.3"
"","Uttarakhand","1821","0","36.2","27.7","1.0","186","0.0"
"","HP","1354","0","25.3","18.3","1.0","279","0.5"
"","J&K","1968","492","38.2","37.4","-3.6","174","9.5"
"","Chandigarh","186","0","3.5","3.3","0.2","35","0.0"
"WR","Chhattisgarh","3838","0","86.9","16.6","-1.9","48","0.0"
"","Gujarat","15105","0","340.2","174.4","4.1","464","0.0"
"","MP","8745","0","179.2","78.2","-10.5","305","0.0"
"","Maharashtra","22449","0","488.5","151.6","3.8","238","0.0"
"","Goa","519","0","10.5","10.4","-0.6","74","0.0"
"","DD","331","0","7.5","6.4","1.1","109","0.0"
"","DNH","748","0","17.6","16.4","1.1","113","0.0"
"","Essar steel","545","0","11.0","10.6","0.3","245","0.0"
"SR","Andhra Pradesh","8844","0","185.2","49.5","-1.0","420","0.0"
"","Telangana","9934","0","221.3","106.0","-1.0","231","0.0"
"","Karnataka","10802","0","241.2","83.5","-0.3","318","0.0"
"","Kerala","3874","0","80.0","53.2","1.7","249","0.0"
"","Tamil Nadu","15137","0","344.1","170.6","1.6","432","0.0"
"","Pondy","360","0","7.7","8.0","-0.4","33","0.0"
"ER","Bihar","4443","0","82.6","74.4","-1.5","250","0.0"
"","DVC","3264","0","70.1","-59.0","-0.3","100","0.0"
"","Jharkhand","1082","0","23.9","14.6","1.2","250","0.0"
"","Odisha","4139","0","82.3","29.5","1.7","300","0.0"
"","West Bengal","8641","0","163.0","43.5","3.9","700","0.0"
"","Sikkim","101","0","1.3","1.3","0.0","25","0.0"
"NER","Arunachal Pradesh","112","3","2.1","1.7","0.4","65","0.0"
"","Assam","1436","22","21.3","18.7","0.9","95","0.3"
"","Manipur","172","2","2.3","2.4","-0.1","24","0.0"
"","Meghalaya","291","0","4.9","3.6","0.1","45","0.0"
"","Mizoram","81","3","1.5","1.2","0.2","10","0.0"
"","Nagaland","119","1","2.1","1.9","0.1","30","0.0"
"","Tripura","245","3","4.0","3.6","0.4","50","0.0"
