"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5358","0","96.6","45.0","1.6","202"
"","Haryana","5643","0","106.0","40.7","0.1","279"
"","Rajasthan","8588","0","186.9","78.2","-4.2","193"
"","Delhi","3091","1","57.4","41.4","-1.7","201"
"","UP","9454","2920","208.0","78.4","-1.9","269"
"","Uttarakhand","1654","75","29.2","19.1","0.4","162"
"","HP","1299","0","23.6","18.2","-0.1","90"
"","J&K","1889","100","38.8","29.8","3.0","235"
"","Chandigarh","180","0","3.3","3.1","0.2","21"
"WR","Chhattisgarh","2783","46","59.0","14.1","0.5","256"
"","Gujarat","11270","46","243.8","51.7","-2.7","246"
"","MP","9434","35","197.9","111.2","0.0","654"
"","Maharashtra","16683","323","354.0","123.3","6.9","585"
"","Goa","375","2","7.3","7.4","-0.4","68"
"","DD","237","1","5.7","6.1","-0.3","11"
"","DNH","599","3","14.0","13.7","0.3","25"
"","Essar steel","232","1","5.0","4.9","0.1","15"
"SR","Andhra Pradesh","10645","0","235.5","82.5","2.6","407"
"","Karnataka","7962","500","169.1","25.2","0.8","274"
"","Kerala","3062","450","57.1","33.8","1.3","227"
"","Tamil Nadu","10147","1456","223.4","72.5","1.7","368"
"","Pondy","294","0","5.7","6.3","-0.6","20"
"ER","Bihar","1835","600","36.7","36.6","0.0","180"
"","DVC","2452","0","57.4","-17.3","1.8","200"
"","Jharkhand","963","0","20.9","11.1","-2.1","100"
"","Odisha","3326","0","65.2","14.2","5.2","150"
"","West Bengal","5811","0","96.7","12.7","9.7","480"
"","Sikkim","101","0","1.4","1.3","0.2","23"
"NER","Arunachal Pradesh","113","7","1.7","1.1","0.6","56"
"","Assam","1023","108","16.7","11.1","0.5","214"
"","Manipur","115","1","1.4","1.5","-0.1","45"
"","Meghalaya","293","3","5.0","2.6","0.5","51"
"","Mizoram","65","0","1.3","0.9","0.1","25"
"","Nagaland","98","2","1.7","1.3","0.1","29"
"","Tripura","162","23","3.1","-0.2","0.7","42"
