"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6625","0","150.1","79.5","-0.7","291","0.0"
"","Haryana","6724","0","122.8","75.0","3.5","333","2.0"
"","Rajasthan","10331","0","220.1","84.0","5.4","707","0.7"
"","Delhi","4896","0","98.0","80.0","-1.8","138","0.0"
"","UP","15123","0","255.7","125.4","-7.5","1064","0.0"
"","Uttarakhand","1844","0","31.3","16.6","-2.3","318","0.0"
"","HP","1111","0","23.3","10.1","0.7","264","0.8"
"","J&K","2183","546","43.3","21.3","0.2","249","10.2"
"","Chandigarh","228","0","4.6","4.9","-0.3","45","0.0"
"WR","Chhattisgarh","3486","0","73.3","11.7","-2.6","169","0.0"
"","Gujarat","16002","0","352.7","136.7","4.3","408","0.0"
"","MP","8849","0","187.5","105.0","-1.1","410","0.0"
"","Maharashtra","23415","0","509.4","151.9","1.1","553","0.0"
"","Goa","544","0","10.9","10.6","-0.3","85","0.0"
"","DD","334","0","7.4","6.4","0.9","122","0.0"
"","DNH","756","0","17.5","17.3","0.2","42","0.0"
"","Essar steel","253","0","4.6","4.0","0.7","229","0.0"
"SR","Andhra Pradesh","8044","0","164.3","47.0","1.8","531","0.0"
"","Telangana","6744","0","136.9","41.8","-0.1","452","0.0"
"","Karnataka","7892","0","169.3","59.9","-2.0","395","0.0"
"","Kerala","3687","0","70.0","51.3","1.1","149","0.0"
"","Tamil Nadu","14625","0","326.3","167.0","3.7","571","0.0"
"","Pondy","387","0","8.3","8.6","-0.2","25","0.0"
"ER","Bihar","4146","0","54.0","66.9","-13.1","130","0.0"
"","DVC","2918","0","67.2","-46.9","3.9","300","0.0"
"","Jharkhand","1156","0","21.2","17.6","-0.8","150","0.0"
"","Odisha","3914","0","71.8","35.6","0.2","400","0.0"
"","West Bengal","7218","0","128.2","40.5","-2.7","300","0.0"
"","Sikkim","87","0","1.1","1.3","-0.2","20","0.0"
"NER","Arunachal Pradesh","114","4","2.1","2.1","0.0","16","0.0"
"","Assam","1479","57","22.6","19.1","0.9","154","0.8"
"","Manipur","163","4","2.1","2.0","0.2","22","0.0"
"","Meghalaya","295","0","4.9","1.6","0.1","58","0.0"
"","Mizoram","80","3","1.5","1.1","0.1","5","0.0"
"","Nagaland","131","3","1.7","1.7","-0.1","29","0.0"
"","Tripura","199","9","3.7","3.0","-0.2","58","0.1"
