"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4349","0","89.3","53.5","0.4","272"
"","Haryana","6074","23","108.6","74.5","1.2","761"
"","Rajasthan","9261","67","196.1","65.6","-0.1","422"
"","Delhi","3036","0","56.9","42.0","1.3","287"
"","UP","11954","0","238.1","83.8","-0.8","454"
"","Uttarakhand","1697","0","31.2","18.1","0.7","249"
"","HP","1332","0","23.5","18.5","0.1","105"
"","J&K","1793","448","35.5","35.4","-2.7","177"
"","Chandigarh","176","0","3.3","3.4","-0.1","16"
"WR","Chhattisgarh","2968","0","65.1","6.2","-1.9","417"
"","Gujarat","13097","0","275.2","97.4","-1.2","537"
"","MP","10449","0","215.2","138.2","-3.4","291"
"","Maharashtra","19969","0","421.5","123.9","-3.3","558"
"","Goa","406","0","8.5","7.3","0.7","82"
"","DD","265","0","6.0","5.9","0.1","22"
"","DNH","661","0","15.1","15.5","-0.4","7"
"","Essar steel","432","0","9.0","8.6","0.4","154"
"SR","Andhra Pradesh","7117","0","153.8","22.2","6.5","315"
"","Telangana","6953","0","140.3","66.2","1.3","438"
"","Karnataka","9126","0","192.8","70.7","-2.1","865"
"","Kerala","3340","0","62.9","54.3","2.4","287"
"","Tamil Nadu","11704","0","258.0","137.1","-1.2","631"
"","Pondy","289","0","5.7","6.4","-0.6","14"
"ER","Bihar","3370","150","57.8","61.0","-3.6","0"
"","DVC","2332","0","57.3","-35.5","-1.4","0"
"","Jharkhand","1101","148","19.4","15.8","1.9","200"
"","Odisha","3769","0","67.3","20.5","1.4","200"
"","West Bengal","6656","0","103.8","21.8","1.7","200"
"","Sikkim","94","0","1.5","1.3","0.1","0"
"NER","Arunachal Pradesh","109","2","2.0","1.7","0.4","24"
"","Assam","1372","21","22.5","17.1","1.9","178"
"","Manipur","138","3","1.9","2.5","-0.5","7"
"","Meghalaya","275","0","4.5","4.0","-0.1","45"
"","Mizoram","83","3","1.5","1.3","0.1","23"
"","Nagaland","104","4","1.5","1.8","-0.3","15"
"","Tripura","211","0","3.7","1.7","0.2","46"
