"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5185","0","105.4","43.6","-0.7","211","0.0"
"","Haryana","6367","112","114.9","52.9","1.0","424","1.9"
"","Rajasthan","8773","0","183.7","48.1","0.7","473","0.1"
"","Delhi","4630","0","94.9","73.4","-0.5","178","0.0"
"","UP","16211","0","326.4","113.2","2.8","557","0.0"
"","Uttarakhand","1766","0","36.3","21.4","0.2","230","0.0"
"","HP","1293","0","22.8","16.3","0.1","103","0.0"
"","J&K","1884","471","37.9","29.5","-4.4","82","8.9"
"","Chandigarh","210","0","4.2","4.1","0.1","31","0.0"
"WR","Chhattisgarh","3759","0","88.4","31.5","-1.9","123","0.0"
"","Gujarat","15488","0","351.6","171.0","4.5","259","0.0"
"","MP","8718","0","188.0","87.4","-2.3","350","0.0"
"","Maharashtra","22476","0","496.6","136.4","-4.0","733","0.1"
"","Goa","533","0","12.0","11.4","-0.1","29","0.0"
"","DD","323","0","7.3","6.5","0.8","43","0.0"
"","DNH","738","0","17.1","16.4","0.7","94","0.0"
"","Essar steel","96","0","2.6","2.3","0.3","151","0.0"
"SR","Andhra Pradesh","8777","0","183.0","58.9","2.4","476","0.0"
"","Telangana","8125","0","180.5","71.7","-2.2","242","0.0"
"","Karnataka","9592","0","208.3","64.7","-0.5","456","0.0"
"","Kerala","3747","0","77.8","51.5","1.4","182","0.0"
"","Tamil Nadu","15261","0","350.5","169.5","2.5","409","0.0"
"","Pondy","378","0","8.2","8.1","0.0","42","0.0"
"ER","Bihar","4686","0","88.1","86.5","-1.2","250","0.0"
"","DVC","3063","0","72.6","-50.0","-0.5","100","0.0"
"","Jharkhand","1213","0","24.1","16.1","2.0","150","0.0"
"","Odisha","4211","0","86.8","29.7","1.0","450","0.0"
"","West Bengal","8491","0","167.9","53.0","2.2","400","0.0"
"","Sikkim","98","0","1.3","1.6","-0.3","20","0.0"
"NER","Arunachal Pradesh","109","7","2.2","1.5","0.7","45","0.0"
"","Assam","1374","135","21.0","17.1","1.0","75","1.1"
"","Manipur","162","3","1.9","2.2","-0.3","33","0.0"
"","Meghalaya","309","1","5.3","2.9","0.0","44","0.0"
"","Mizoram","83","3","1.4","0.9","0.2","32","0.0"
"","Nagaland","124","3","2.1","1.7","0.2","25","0.0"
"","Tripura","204","15","3.2","2.8","-0.1","53","0.2"
