"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10500","0","231.7","137.9","-1.4","91","0.0"
"","Haryana","8611","0","183.0","149.6","0.1","256","0.0"
"","Rajasthan","8033","0","176.9","41.4","-0.9","249","0.0"
"","Delhi","5734","0","118.1","92.6","-2.3","186","0.0"
"","UP","18065","0","344.3","165.3","-0.4","459","0.0"
"","Uttarakhand","1932","0","43.3","29.0","-1.0","106","0.0"
"","HP","1305","0","27.0","-1.9","2.2","261","0.1"
"","J&K","2006","501","37.3","18.0","-6.3","0","8.9"
"","Chandigarh","301","0","5.9","6.4","-0.5","14","0.0"
"WR","Chhattisgarh","3499","0","79.1","10.3","-1.2","147","0.0"
"","Gujarat","12229","0","277.6","48.9","0.9","596","0.0"
"","MP","7000","0","153.5","69.3","-1.2","430","0.0"
"","Maharashtra","18172","0","396.1","110.7","4.8","702","0.0"
"","Goa","440","0","10.1","9.3","0.1","97","0.0"
"","DD","329","0","7.3","6.3","1.0","79","0.0"
"","DNH","730","0","17.1","16.6","0.5","56","0.0"
"","Essar steel","667","0","13.8","14.1","-0.3","272","0.0"
"SR","Andhra Pradesh","8000","0","181.7","21.6","3.6","431","0.0"
"","Telangana","9162","0","195.7","91.7","0.6","574","0.0"
"","Karnataka","8683","0","180.3","52.4","2.4","445","0.0"
"","Kerala","3197","0","62.8","23.1","1.7","295","0.8"
"","Tamil Nadu","14632","0","328.2","99.6","0.0","349","0.0"
"","Pondy","360","0","7.9","8.0","-0.1","61","0.2"
"ER","Bihar","4532","0","79.2","81.8","-2.9","100","0.0"
"","DVC","2999","0","69.0","-39.0","2.5","300","0.0"
"","Jharkhand","1072","0","21.6","18.9","-2.2","0","0.0"
"","Odisha","4367","0","86.0","41.6","4.5","470","0.0"
"","West Bengal","8169","0","167.7","52.3","2.6","300","0.0"
"","Sikkim","97","0","1.2","1.3","-0.1","0","0.0"
"NER","Arunachal Pradesh","103","2","2.1","2.2","-0.1","55","0.0"
"","Assam","1756","65","32.5","26.5","1.5","178","1.1"
"","Manipur","160","3","2.2","2.3","-0.1","20","0.0"
"","Meghalaya","297","0","5.8","0.8","-0.2","24","0.0"
"","Mizoram","83","2","1.5","0.8","0.0","8","0.0"
"","Nagaland","116","2","2.1","1.9","-0.2","9","0.0"
"","Tripura","258","1","3.8","6.0","-0.8","40","0.0"
