"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8087","0","169.7","66.0","-0.4","135","0.0"
"","Haryana","7528","0","158.9","85.4","0.3","180","0.0"
"","Rajasthan","9027","276","202.4","76.1","6.3","463","17.6"
"","Delhi","4586","0","97.7","69.2","-1.6","150","0.0"
"","UP","15516","915","351.8","150.9","2.7","537","16.0"
"","Uttarakhand","1915","0","39.7","13.7","0.8","230","0.0"
"","HP","1301","0","24.1","9.2","-0.2","113","0.9"
"","J&K","2030","508","40.5","29.6","-1.6","261","9.6"
"","Chandigarh","235","0","4.8","4.9","-0.1","30","0.0"
"WR","Chhattisgarh","3502","0","83.6","22.9","0.3","85","0.0"
"","Gujarat","16588","6","367.1","105.4","2.4","553","0.0"
"","MP","8735","0","194.3","118.1","2.8","512","0.0"
"","Maharashtra","19519","1627","415.1","143.0","1.3","686","24.8"
"","Goa","415","0","9.0","8.8","-0.1","42","0.0"
"","DD","343","0","7.7","6.6","1.1","100","0.0"
"","DNH","756","0","17.6","16.7","1.0","55","0.0"
"","Essar steel","286","0","5.6","6.0","-0.4","159","0.0"
"SR","Andhra Pradesh","6645","0","140.5","38.9","3.4","471","0.0"
"","Telangana","6868","0","154.3","63.3","-1.7","199","0.0"
"","Karnataka","6993","0","141.7","44.2","1.8","442","0.0"
"","Kerala","3451","0","67.1","41.9","1.3","266","0.6"
"","Tamil Nadu","13156","0","279.8","117.6","-1.8","470","0.0"
"","Pondy","348","0","7.0","7.3","-0.3","35","0.0"
"ER","Bihar","4584","0","92.3","82.6","3.1","412","0.9"
"","DVC","2686","170","63.7","-19.2","5.2","425","0.5"
"","Jharkhand","1055","0","22.7","16.3","1.0","165","0.0"
"","Odisha","4341","0","79.8","33.1","2.2","358","0.0"
"","West Bengal","8450","0","151.7","53.0","3.3","402","0.0"
"","Sikkim","98","0","1.2","1.3","-0.1","20","0.0"
"NER","Arunachal Pradesh","108","4","2.4","2.4","0.0","13","0.0"
"","Assam","1670","96","31.7","23.4","2.9","167","0.9"
"","Manipur","160","2","2.0","2.3","-0.3","23","0.1"
"","Meghalaya","246","0","5.3","-1.9","0.9","12","0.0"
"","Mizoram","81","1","1.3","1.3","-0.1","9","0.0"
"","Nagaland","112","2","2.0","1.8","0.0","18","0.0"
"","Tripura","266","0","5.4","4.1","0.9","43","0.0"
