"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9407","0","211.4","115.8","-0.4","147"
"","Haryana","7995","398","170.8","119.0","-1.6","94"
"","Rajasthan","7002","0","158.7","46.0","1.0","247"
"","Delhi","5280","21","109.5","81.3","-0.2","204"
"","UP","10358","4175","257.8","125.7","5.1","506"
"","Uttarakhand","1401","210","29.5","18.9","2.2","256"
"","HP","1227","0","26.2","0.7","-0.4","84"
"","J&K","1524","100","30.1","15.1","0.3","259"
"","Chandigarh","321","0","6.2","5.4","0.9","68"
"WR","Chhattisgarh","3085","207","62","18","2","209"
"","Gujarat","9723","74","214","39","0","717"
"","MP","6129","0","132","82","1","216"
"","Maharashtra","14460","108","331","81","-3","189"
"","Goa","360","0","7","6","1","59"
"","DD","251","0","6","5","1","80"
"","DNH","606","0","13","13","0","40"
"","Essar steel","493","0","11.0","11.2","-0.2","11"
"SR","Andhra Pradesh","6022","0","133.8","32.5","2.8","446"
"","Telangana","6109","700","121.9","77.1","2.9","383"
"","Karnataka","8016","300","153.0","11.6","-0.8","294"
"","Kerala","2858","150","53.0","29.2","1.4","232"
"","Tamil Nadu","12884","0","283.0","72.8","-0.6","359"
"","Pondy","297","50","6.6","6.4","0.1","34"
"ER","Bihar","2397","100","50.0","46.4","1.1","120"
"","DVC","2578","150","59.4","-20.1","-1.2","140"
"","Jharkhand","839","55","19.6","14.0","0.0","50"
"","Odisha","3499","0","71.2","25.7","-1.9","270"
"","West Bengal","7184","0","141.5","44.8","-0.8","220"
"","Sikkim","73","0","1.1","1.1","0.0","22"
"NER","Arunachal Pradesh","115","2","1.7","1.7","-0.1","28"
"","Assam","1189","201","25.9","17.4","3.8","183"
"","Manipur","120","3","1.6","2.3","-0.7","30"
"","Meghalaya","262","3","4.3","1.8","-0.3","44"
"","Mizoram","77","2","1.0","1.2","-0.4","17"
"","Nagaland","112","4","1.7","1.7","-0.3","23"
"","Tripura","209","19","2.8","1.7","-0.5","63"
