"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6431","0","135.0","78.7","0.9","190"
"","Haryana","5287","0","116.8","69.0","-4.9","333"
"","Rajasthan","7076","0","157.4","61.6","-3.2","32"
"","Delhi","4361","0","89.8","66.0","-3.6","244"
"","UP","10907","1230","246.5","99.8","-2.1","407"
"","Uttarakhand","1497","225","31.2","14.6","0.5","150"
"","HP","1104","4","23.2","8.1","0.4","125"
"","J&K","1441","100","29.4","16.2","0.0","231"
"","Chandigarh","309","0","5.3","4.8","0.5","89"
"WR","Chhattisgarh","3039","103","69.9","19.6","2.9","331"
"","Gujarat","12010","36","267.6","50.7","-4.0","373"
"","MP","7055","0","145.0","73.3","-3.5","284"
"","Maharashtra","16704","553","369.6","91.4","11.7","748"
"","Goa","366","65","8.0","7.3","0.3","75"
"","DD","255","0","5.8","5.6","0.2","49"
"","DNH","569","0","13.4","12.4","1.0","92"
"SR","Andhra Pradesh","10813","1750","241.4","83.8","2.2","277"
"","Karnataka","7523","500","159.4","25.8","1.7","288"
"","Kerala","2920","500","58.0","40.6","2.4","462"
"","Tamil Nadu","12006","613","267.3","59.2","-0.3","412"
"","Pondy","295","0","6.3","7.2","-1.0","18"
"ER","Bihar","1688","550","36.0","35.2","0.9","200"
"","DVC","2512","0","53.7","-28.1","-0.6","300"
"","Jharkhand","894","0","19.1","10.1","1.9","180"
"","Odisha","3513","0","71.5","7.1","2.0","340"
"","West Bengal","6212","0","121.4","23.7","3.0","220"
"","Sikkim","92","0","1.2","1.0","0.3","20"
"NER","Arunachal Pradesh","91","9","1.3","1.9","-0.6","27"
"","Assam","1055","46","16.8","13.2","-0.4","305"
"","Manipur","96","4","1.7","2.1","-0.3","9"
"","Meghalaya","235","1","3.5","1.4","-0.4","32"
"","Mizoram","58","2","0.8","1.1","-0.4","8"
"","Nagaland","86","14","1.4","1.4","-0.2","13"
"","Tripura","178","12","2.5","1.2","-0.3","51"
