"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6083","0","121.8","79.0","-2.1","7","0.0"
"","Haryana","6063","0","123.0","89.1","0.0","103","0.0"
"","Rajasthan","13915","0","245.7","75.6","-2.2","239","0.0"
"","Delhi","3461","0","62.5","46.4","-0.3","268","0.0"
"","UP","13967","0","250.6","111.7","-0.8","771","0.9"
"","Uttarakhand","1901","0","36.0","16.8","0.7","163","0.0"
"","HP","1631","0","29.1","22.2","-0.3","119","0.0"
"","J&K(UT) and Ladakh(UT)","2222","555","48.8","40.3","-0.9","229","11.5"
"","Chandigarh","219","0","3.5","3.3","0.1","16","0.0"
"WR","Chhattisgarh","3679","0","79.2","32.6","-1.9","234","0.0"
"","Gujarat","15921","0","344.5","98.5","4.2","512","0.0"
"","MP","13222","0","250.6","125.8","-2.5","324","0.0"
"","Maharashtra","23759","0","493.4","143.6","-2.2","388","0.0"
"","Goa","519","0","10.9","10.5","-0.2","37","0.0"
"","DD","314","0","7.2","6.8","0.4","32","0.0"
"","DNH","815","0","19.1","19.0","0.1","87","0.0"
"","Essar steel","729","0","3.9","4.8","-0.9","218","0.0"
"SR","Andhra Pradesh","9954","0","199.0","78.6","0.8","602","0.0"
"","Telangana","12810","0","249.7","134.1","-0.4","632","0.0"
"","Karnataka","12751","0","252.0","80.9","-0.7","621","0.0"
"","Kerala","3964","0","80.6","62.3","1.3","169","0.0"
"","Tamil Nadu","14784","0","328.3","171.5","0.9","585","0.0"
"","Pondy","377","0","7.9","8.1","-0.2","28","0.0"
"ER","Bihar","3912","0","69.0","66.6","-0.4","363","0.0"
"","DVC","3007","0","64.4","-36.8","-0.3","186","0.0"
"","Jharkhand","1268","0","22.3","13.0","0.6","156","0.0"
"","Odisha","3559","0","67.5","2.8","-0.6","194","0.0"
"","West Bengal","6101","0","119.7","26.7","-0.3","387","0.0"
"","Sikkim","115","0","1.5","1.7","-0.2","12","0.0"
"NER","Arunachal Pradesh","120","2","2.1","2.3","-0.3","33","0.0"
"","Assam","1343","18","21.0","17.3","-0.1","71","1.5"
"","Manipur","201","3","2.6","3.0","-0.4","25","0.0"
"","Meghalaya","341","0","5.7","4.6","-0.1","50","0.2"
"","Mizoram","104","1","1.6","1.6","-0.2","27","0.0"
"","Nagaland","134","2","2.2","2.0","0.1","37","0.0"
"","Tripura","221","0","3.4","1.8","0.0","33","0.0"
