"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5470","0","105.7","65.1","1.8","266"
"","Haryana","5922","0","115.0","103.9","0.7","229"
"","Rajasthan","9012","0","174.4","56.7","0.8","337"
"","Delhi","3173","0","57.8","47.6","-0.4","226"
"","UP","12641","0","275.0","107.3","2.0","420"
"","Uttarakhand","1755","0","33.0","19.7","-0.5","104"
"","HP","1428","3","28.1","18.5","2.0","202"
"","J&K","1909","477","43.0","36.0","0.6","166"
"","Chandigarh","180","0","3.2","3.2","0.0","15"
"WR","Chhattisgarh","3673","0","85.7","21.9","-0.6","192"
"","Gujarat","13757","10","300.8","104.7","-0.9","440"
"","MP","8444","0","165.8","96.3","-1.8","282"
"","Maharashtra","20737","0","446.5","155.5","-0.5","458"
"","Goa","454","0","9.6","9.0","0.1","131"
"","DD","317","0","7.2","6.9","0.3","54"
"","DNH","714","0","16.1","16.3","-0.2","12"
"","Essar steel","402","0","8.1","7.8","0.2","161"
"SR","Andhra Pradesh","7339","0","163.1","23.7","3.0","362"
"","Telangana","8358","0","173.6","85.8","0.2","319"
"","Karnataka","9651","0","215.1","78.1","4.9","572"
"","Kerala","3460","0","69.0","54.2","1.8","196"
"","Tamil Nadu","13976","0","307.0","160.2","0.6","597"
"","Pondy","335","0","7.0","7.3","-0.4","23"
"ER","Bihar","3490","0","60.3","58.2","0.2","210"
"","DVC","2938","0","71.8","-41.7","-0.2","225"
"","Jharkhand","1122","0","22.5","16.4","0.2","100"
"","Odisha","3991","0","74.6","15.0","-1.3","225"
"","West Bengal","7073","0","123.5","35.5","0.4","250"
"","Sikkim","96","0","1.2","1.7","-0.5","15"
"NER","Arunachal Pradesh","108","1","1.7","1.8","-0.1","16"
"","Assam","1059","324","15.2","11.9","-0.1","104"
"","Manipur","137","2","2.3","2.5","-0.3","12"
"","Meghalaya","255","0","5.6","4.3","-0.3","33"
"","Mizoram","85","1","1.4","1.4","-0.1","10"
"","Nagaland","91","1","1.8","1.8","-0.1","28"
"","Tripura","146","12","2.7","2.1","-0.6","0"
