"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8476","0","191.1","119.5","-1.1","117"
"","Haryana","7355","50","158.0","109.5","-0.6","217"
"","Rajasthan","8113","0","184.9","54.0","2.0","329"
"","Delhi","5212","0","109.1","79.3","-2.1","311"
"","UP","12228","1865","276.7","129.8","-1.1","199"
"","Uttarakhand","1833","0","38.5","20.5","0.6","90"
"","HP","1187","0","25.6","2.2","-0.8","15"
"","J&K","1568","100","27.4","16.9","-1.4","136"
"","Chandigarh","290","0","5.9","5.6","0.3","47"
"WR","Chhattisgarh","2995","116","66.1","17.2","-0.8","312"
"","Gujarat","13169","80","292.0","48.5","-1.5","224"
"","MP","6377","50","140.8","78.9","0.1","396"
"","Maharashtra","19023","642","409.2","110.8","5.0","689"
"","Goa","475","3","9.2","7.4","1.4","231"
"","DD","292","2","6.6","6.2","0.4","47"
"","DNH","670","4","10.3","14.4","-4.1","63"
"","Essar steel","464","3","10.2","9.9","0.2","11"
"SR","Andhra Pradesh","5802","750","126.0","23.4","1.1","374"
"","Telangana","5346","700","121.6","68.9","1.9","471"
"","Karnataka","8058","800","176.1","26.3","0.9","506"
"","Kerala","3074","650","60.8","34.2","1.4","240"
"","Tamil Nadu","13147","0","288.5","74.7","1.3","446"
"","Pondy","333","0","7.6","7.2","0.4","49"
"ER","Bihar","2335","300","45.3","44.7","-1.8","400"
"","DVC","2417","400","55.1","-15.3","-0.1","220"
"","Jharkhand","1003","0","18.6","9.5","-1.6","130"
"","Odisha","3707","0","73.5","26.9","1.8","300"
"","West Bengal","7071","14","136.2","40.7","5.0","400"
"","Sikkim","86","0","1.3","1.2","0.1","15"
"NER","Arunachal Pradesh","100","8","1.6","1.7","-0.1","26"
"","Assam","1050","317","22.7","14.6","2.8","162"
"","Manipur","89","24","1.6","1.8","-0.2","24"
"","Meghalaya","265","6","4.4","0.9","-0.5","25"
"","Mizoram","63","14","1.0","0.9","-0.2","25"
"","Nagaland","107","10","1.6","1.7","-0.3","22"
"","Tripura","155","65","3.5","0.4","0.8","79"
