"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9903","0","212.7","112.2","-1.7","71"
"","Haryana","7770","48","157.7","118.0","2.1","414"
"","Rajasthan","8056","0","180.5","65.6","0.6","225"
"","Delhi","5049","0","104.2","82.1","-0.6","179"
"","UP","12107","3410","289.7","132.8","-2.4","215"
"","Uttarakhand","1904","40","40.0","19.5","1.7","155"
"","HP","1275","0","27.0","4.7","1.6","193"
"","J&K","1842","461","37.3","19.9","2.1","274"
"","Chandigarh","312","0","6.2","6.1","0.3","27"
"WR","Chhattisgarh","3058","0","68.5","21.5","0.6","405"
"","Gujarat","11977","0","265.5","58.5","-2.2","462"
"","MP","6009","0","129.6","81.9","-0.7","311"
"","Maharashtra","17005","42","363.7","99.2","2.1","684"
"","Goa","377","0","8.1","7.5","-0.1","27"
"","DD","293","0","6.5","6.4","0.2","202"
"","DNH","709","0","16.3","16.1","-0.9","29"
"","Essar steel","417","0","9.1","10.0","-0.9","81"
"SR","Andhra Pradesh","5227","0","129.3","18.1","4.5","544"
"","Telangana","5354","200","108.4","78.1","-3.6","272"
"","Karnataka","7639","400","156.6","32.0","0.5","599"
"","Kerala","3171","0","57.4","44.8","0.9","197"
"","Tamil Nadu","12958","0","275.3","112.2","-2.6","435"
"","Pondy","309","0","6.7","6.8","-0.2","29"
"ER","Bihar","2887","150","61.5","58.0","3.5","250"
"","DVC","2566","0","60.9","-14.5","2.5","290"
"","Jharkhand","1055","0","22.7","11.4","-1.0","90"
"","Odisha","3694","0","71.3","18.8","-2.0","350"
"","West Bengal","7041","0","135.8","39.9","1.6","500"
"","Sikkim","87","0","1.1","0.9","0.2","25"
"NER","Arunachal Pradesh","97","1","1.0","1.5","-0.6","25"
"","Assam","1271","94","24.1","16.2","2.0","188"
"","Manipur","140","2","1.9","2.0","-0.1","42"
"","Meghalaya","274","1","4.4","0.7","-0.6","55"
"","Mizoram","76","1","1.1","1.0","0.2","20"
"","Nagaland","106","2","1.7","1.4","0.2","27"
"","Tripura","234","1","3.4","1.2","0.6","85"
