"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5449","0","103.6","54.7","-0.7","121","0.0"
"","Haryana","5763","0","114.1","74.6","0.3","202","0.0"
"","Rajasthan","13669","0","240.4","76.6","-0.3","585","0.0"
"","Delhi","4262","0","69.3","54.4","-1.2","258","0.0"
"","UP","16071","0","288.0","108.3","-2.2","682","0.0"
"","Uttarakhand","1999","0","37.2","21.1","0.0","67","0.0"
"","HP","1595","0","28.4","22.6","-0.7","192","0.0"
"","J&K(UT) and Ladakh(UT)","2370","593","47.6","43.5","-1.3","146","11.2"
"","Chandigarh","243","0","4.0","3.9","0.2","49","0.0"
"WR","Chhattisgarh","3439","0","74.7","23.4","-1.1","305","0.0"
"","Gujarat","15923","0","326.9","110.9","5.6","677","0.0"
"","MP","13741","0","243.1","128.9","-1.5","585","0.0"
"","Maharashtra","21173","0","425.1","139.9","-1.3","419","0.0"
"","Goa","430","0","12.2","8.9","2.8","93","0.1"
"","DD","298","0","6.9","6.3","0.6","46","0.0"
"","DNH","803","0","18.8","18.7","0.1","45","0.0"
"","Essar steel","307","0","5.8","5.9","-0.1","209","0.0"
"SR","Andhra Pradesh","8624","0","170.8","67.0","-0.5","455","0.0"
"","Telangana","10432","0","210.1","100.3","0.6","362","0.0"
"","Karnataka","11295","0","207.3","54.4","-1.2","518","0.0"
"","Kerala","3191","0","63.2","51.6","1.5","213","0.0"
"","Tamil Nadu","13063","0","279.3","141.5","-0.6","600","0.0"
"","Pondy","324","0","6.7","6.9","-0.2","31","0.0"
"ER","Bihar","4505","0","82.1","80.2","0.4","150","0.0"
"","DVC","3094","0","64.7","-30.1","-0.1","200","0.0"
"","Jharkhand","1297","0","24.0","16.3","-1.3","50","0.0"
"","Odisha","3560","0","65.0","3.3","0.3","200","0.0"
"","West Bengal","5762","0","103.3","16.6","0.3","350","0.0"
"","Sikkim","119","0","1.7","1.6","0.0","30","0.0"
"NER","Arunachal Pradesh","126","2","2.3","1.9","0.3","50","0.0"
"","Assam","1303","27","21.6","19.5","-0.4","103","0.8"
"","Manipur","208","1","2.6","3.1","-0.5","26","0.0"
"","Meghalaya","390","0","6.4","3.3","0.7","72","0.2"
"","Mizoram","105","1","1.5","1.5","-0.2","27","0.0"
"","Nagaland","127","1","2.3","2.2","-0.1","19","0.0"
"","Tripura","217","0","3.5","2.1","-0.4","33","0.0"
