"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5574","0","107.1","67.8","-3.2","248"
"","Haryana","6146","0","110.3","75.8","3.5","195"
"","Rajasthan","8022","0","178.6","65.5","1.0","377"
"","Delhi","3676","0","75.5","56.1","-3.8","177"
"","UP","10704","2020","232.5","100.6","1.5","327"
"","Uttarakhand","1677","0","33.5","22.4","-0.9","189"
"","HP","1138","0","23.2","8.7","0.1","210"
"","J&K","1809","362","36.9","22.9","0.2","240"
"","Chandigarh","197","0","4.0","4.3","0.3","26"
"WR","Chhattisgarh","2850","0","61.9","21.5","-1.2","298"
"","Gujarat","12797","0","292.4","61.6","0.8","349"
"","MP","6783","0","148.3","90.7","-1.6","437"
"","Maharashtra","18262","40","407.0","107.7","-1.0","439"
"","Goa","394","0","8.6","7.3","0.7","150"
"","DD","303","0","5.8","6.2","-0.4","30"
"","DNH","714","0","16.6","16.7","0.0","19"
"","Essar steel","437","0","8.8","9.7","-0.9","39"
"SR","Andhra Pradesh","5924","0","130.9","25.3","1.0","533"
"","Telangana","5332","0","121.9","68.7","3.9","478"
"","Karnataka","7349","300","158.1","33.6","2.4","494"
"","Kerala","2813","0","55.1","38.1","0.5","206"
"","Tamil Nadu","9860","70","236.8","105.4","-1.8","484"
"","Pondy","295","0","6.6","6.5","0.0","31"
"ER","Bihar","2263","450","46.6","42.7","2.0","350"
"","DVC","2372","0","54.3","-16.7","0.7","250"
"","Jharkhand","742","0","19.8","12.7","-0.5","150"
"","Odisha","3478","0","64.9","20.1","2.4","280"
"","West Bengal","5804","0","112.2","35.3","1.6","300"
"","Sikkim","82","0","1.5","1.5","0.1","24"
"NER","Arunachal Pradesh","82","4","1.0","1.3","-0.3","30"
"","Assam","1135","121","20.4","12.8","2.5","185"
"","Manipur","126","6","1.8","2.0","-0.2","27"
"","Meghalaya","267","0","4.6","2.5","0.1","76"
"","Mizoram","69","4","1.2","0.9","0.2","38"
"","Nagaland","91","5","2.0","1.4","0.6","27"
"","Tripura","207","0","2.6","0.1","0.0","93"
