"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4557","0","94.6","28.2","0.2","154","0.0"
"","Haryana","5408","0","103.7","59.3","0.8","198","0.0"
"","Rajasthan","9507","0","184.3","49.5","3.0","718","0.0"
"","Delhi","2887","0","53.2","49.1","-0.5","148","0.0"
"","UP","13239","0","269.3","97.0","4.0","853","0.6"
"","Uttarakhand","1562","0","26.6","19.1","-1.0","97","0.0"
"","HP","1176","0","20.7","16.2","0.0","77","0.0"
"","J&K","1905","476","41.8","39.1","-1.8","100","9.6"
"","Chandigarh","159","0","2.9","3.0","-0.1","21","0.0"
"WR","Chhattisgarh","3368","0","70.9","23.8","-1.1","107","0.0"
"","Gujarat","13159","0","275.4","124.9","1.2","309","0.0"
"","MP","9295","0","184.7","81.5","-3.2","455","0.0"
"","Maharashtra","21116","0","441.3","148.1","-1.0","431","0.0"
"","Goa","457","0","9.1","8.6","-0.1","25","0.0"
"","DD","264","0","5.0","5.0","0.0","18","0.0"
"","DNH","638","0","12.9","12.5","0.4","77","0.0"
"","Essar steel","500","0","10.3","9.8","0.5","187","0.0"
"SR","Andhra Pradesh","8791","0","173.4","53.0","0.8","478","0.0"
"","Telangana","9693","0","206.2","93.0","1.5","398","0.0"
"","Karnataka","10183","0","225.1","88.6","0.4","362","0.0"
"","Kerala","3612","0","73.6","50.0","1.6","195","0.0"
"","Tamil Nadu","14589","0","309.4","158.8","0.9","485","0.0"
"","Pondy","344","0","6.9","7.3","-0.4","35","0.0"
"ER","Bihar","4112","0","68.7","62.8","-1.0","250","0.0"
"","DVC","2880","0","60.4","-40.0","-0.3","400","0.0"
"","Jharkhand","1115","0","22.8","13.9","-0.9","80","0.0"
"","Odisha","4367","0","83.4","39.8","1.1","380","0.0"
"","West Bengal","6507","0","122.2","19.9","1.8","400","0.0"
"","Sikkim","87","0","0.8","1.7","-0.9","0","0.0"
"NER","Arunachal Pradesh","101","15","2.0","2.0","0.0","59","0.0"
"","Assam","1227","5","17.5","15.6","-1.0","146","1.9"
"","Manipur","162","8","2.2","2.5","-0.2","22","0.0"
"","Meghalaya","297","1","5.3","3.6","-0.3","57","0.0"
"","Mizoram","85","12","1.4","1.4","0.0","34","0.0"
"","Nagaland","125","4","2.1","1.9","0.0","40","0.0"
"","Tripura","219","2","3.8","2.7","0.0","26","0.0"
