"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4844","0","90.2","41.7","0.5","170"
"","Haryana","6382","0","114.1","47.2","-1.3","212"
"","Rajasthan","9779","0","209.3","71.9","5.4","483"
"","Delhi","4020","1","70.3","49.8","0.1","296"
"","UP","10430","3245","241.5","80.5","1.4","359"
"","Uttarakhand","1845","75","35.9","25.3","0.7","125"
"","HP","1312","0","24.5","20.0","0.3","85"
"","J&K","2192","387","44.6","36.9","3.5","489"
"","Chandigarh","246","0","4.1","3.9","0.3","34"
"WR","Chhattisgarh","3077","45","68.1","16.0","2.0","154"
"","Gujarat","12057","0","257.4","55.7","-1.3","212"
"","MP","8696","0","172.0","89.1","-1.9","300"
"","Maharashtra","18104","61","364.0","102.4","-0.2","621"
"","Goa","378","0","7.1","7.3","-0.9","64"
"","DD","257","0","5.8","5.8","-0.1","13"
"","DNH","648","0","15.2","14.9","-0.3","35"
"","Essar steel","367","0","7.6","7.9","-0.3","64"
"SR","Andhra Pradesh","6165","0","137.0","23.4","1.9","407"
"","Telangana","6237","200","126.3","70.5","3.0","474"
"","Karnataka","8104","300","178.3","31.4","4.2","1153"
"","Kerala","3285","50","57.1","44.9","2.3","261"
"","Tamil Nadu","11634","875","253.3","103.3","-0.6","416"
"","Pondy","302","0","5.8","6.0","-0.2","29"
"ER","Bihar","2659","100","55.1","51.9","-0.7","120"
"","DVC","2486","0","57.0","-24.0","0.2","180"
"","Jharkhand","972","0","22.8","11.6","-0.9","100"
"","Odisha","3328","0","62.7","18.8","1.1","230"
"","West Bengal","6094","13","111.3","19.9","3.6","280"
"","Sikkim","111","0","1.6","1.2","0.4","30"
"NER","Arunachal Pradesh","108","8","1.7","1.3","0.4","40"
"","Assam","1195","80","19.1","12.6","2.7","157"
"","Manipur","142","0","2.2","2.0","0.2","51"
"","Meghalaya","340","4","5.6","4.7","-0.8","57"
"","Mizoram","88","1","1.2","0.9","0.2","29"
"","Nagaland","118","4","1.7","1.5","0.0","27"
"","Tripura","206","4","2.9","-0.3","1.0","96"
