"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4765","0","96.7","44.7","-0.1","109"
"","Haryana","5142","0","98.6","63.4","-2.8","145"
"","Rajasthan","8043","0","174.7","57.0","-1.7","112"
"","Delhi","2778","0","55.5","42.4","-3.1","104"
"","UP","10578","1445","236.9","101.8","0.4","653"
"","Uttarakhand","1518","0","29.0","20.1","0.9","179"
"","HP","1224","0","23.7","14.4","0.1","89"
"","J&K","1552","100","34.2","25.8","-1.8","0"
"","Chandigarh","157","0","3.0","0.0","3.0","157"
"WR","Chhattisgarh","3188","56","75.1","22.3","0.0","261"
"","Gujarat","11313","0","254.2","66.9","0.6","679"
"","MP","6681","14","143.7","69.9","-0.6","412"
"","Maharashtra","17148","76","376.7","117.7","3.6","679"
"","Goa","372","1","7.6","7.8","-0.9","59"
"","DD","258","0","6.1","5.9","0.3","15"
"","DNH","574","1","13.5","13.6","-0.1","19"
"","Essar steel","558","1","12.1","12.0","0.1","102"
"SR","Andhra Pradesh","13162","800","281.5","99.6","4.0","527"
"","Karnataka","8683","450","193.2","23.7","0.9","400"
"","Kerala","3384","0","63.2","32.5","1.3","194"
"","Tamil Nadu","11928","668","273.6","100.1","6.6","451"
"","Pondy","310","0","6.1","6.2","-0.1","66"
"ER","Bihar","1849","800","38.9","35.3","1.2","100"
"","DVC","2576","30","59.4","-10.8","-0.3","250"
"","Jharkhand","964","0","20.7","11.2","0.4","60"
"","Odisha","3787","0","74.2","15.8","0.5","300"
"","West Bengal","6453","39","116.7","26.2","1.9","230"
"","Sikkim","96","0","1.2","1.2","0.1","15"
"NER","Arunachal Pradesh","91","5","1.5","1.4","0.1","28"
"","Assam","1080","80","17.8","12.3","0.2","105"
"","Manipur","112","2","1.5","1.7","-0.2","30"
"","Meghalaya","250","5","3.9","3.3","-0.1","75"
"","Mizoram","66","4","1.0","1.0","-0.3","21"
"","Nagaland","92","2","1.4","1.6","-0.5","11"
"","Tripura","203","2","2.6","-0.2","0.5","35"
