"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8685","0","196.6","124.1","-0.4","172"
"","Haryana","7524","0","154.3","128.4","-1.2","220"
"","Rajasthan","8197","0","184.8","56.4","0.1","302"
"","Delhi","4379","0","93.1","81.2","-0.9","209"
"","UP","11852","4553","277.7","145.0","3.6","481"
"","Uttarakhand","1669","0","33.3","12.4","0.5","236"
"","HP","1238","0","25.5","0.3","1.3","145"
"","J&K","1792","448","33.4","19.3","-0.3","238"
"","Chandigarh","232","0","4.9","5.7","0.3","0"
"WR","Chhattisgarh","3442","96","78.9","30.9","4.3","544"
"","Gujarat","12268","4","271.1","73.2","1.9","442"
"","MP","6552","0","138.2","93.6","-4.8","177"
"","Maharashtra","16577","29","370.4","99.9","-3.1","542"
"","Goa","373","0","8.8","7.1","1.1","4"
"","DD","292","0","6.6","6.1","0.5","55"
"","DNH","683","0","16.0","16.0","0.1","36"
"","Essar steel","446","0","9.6","7.9","1.7","0"
"SR","Andhra Pradesh","6248","0","137.4","27.3","-1.9","365"
"","Telangana","6545","0","150.7","94.8","5.2","270"
"","Karnataka","8151","600","174.3","21.5","3.3","651"
"","Kerala","3320","0","61.3","36.5","2.1","266"
"","Tamil Nadu","12680","0","288.0","104.1","2.3","390"
"","Pondy","330","0","7.0","7.0","0.0","30"
"ER","Bihar","3083","150","64.8","60.8","2.0","275"
"","DVC","2108","0","58.7","-21.2","0.6","285"
"","Jharkhand","937","0","23.5","14.0","0.7","145"
"","Odisha","3640","120","71.2","14.4","0.9","345"
"","West Bengal","7189","0","146.2","54.7","-0.8","330"
"","Sikkim","86","0","1.1","1.0","0.1","35"
"NER","Arunachal Pradesh","88","6","1.3","2.0","-0.7","11"
"","Assam","1268","188","26.1","17.1","4.4","243"
"","Manipur","132","3","2.1","2.0","0.1","76"
"","Meghalaya","298","0","4.2","1.0","-0.7","133"
"","Mizoram","75","4","1.2","1.2","0.0","7"
"","Nagaland","104","4","1.8","1.7","0.0","15"
"","Tripura","215","21","3.1","0.3","0.9","130"
