"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5437","0","105.2","36.0","-0.8","67","0.0"
"","Haryana","6455","0","126.5","77.9","1.2","168","0.1"
"","Rajasthan","12436","0","239.7","77.6","0.9","333","0.0"
"","Delhi","4059","0","69.4","64.2","0.0","262","0.0"
"","UP","13976","0","274.7","114.4","0.2","258","2.6"
"","Uttarakhand","2102","0","38.7","26.0","-0.5","161","0.0"
"","HP","1642","0","30.4","23.8","0.9","167","0.0"
"","J&K","2538","634","50.8","45.4","-0.3","434","12.0"
"","Chandigarh","235","0","3.7","3.9","-0.2","18","0.0"
"WR","Chhattisgarh","3754","0","82.3","27.2","-0.2","295","0.2"
"","Gujarat","15409","0","332.1","91.0","1.9","616","0.0"
"","MP","13200","0","239.3","120.2","-0.2","644","0.0"
"","Maharashtra","20512","0","421.6","121.6","1.9","543","0.0"
"","Goa","498","0","11.7","11.0","0.1","53","0.0"
"","DD","329","0","7.4","7.0","0.4","42","0.0"
"","DNH","786","0","18.4","18.1","0.3","64","0.0"
"","Essar steel","510","0","10.7","10.8","-0.1","241","0.0"
"SR","Andhra Pradesh","8071","0","166.7","72.0","0.4","315","0.0"
"","Telangana","8751","0","180.0","67.5","0.8","676","0.0"
"","Karnataka","11348","0","218.6","74.5","-0.5","304","0.0"
"","Kerala","3706","0","73.6","52.8","0.8","390","0.0"
"","Tamil Nadu","14372","0","303.4","156.5","-0.5","400","0.0"
"","Pondy","363","0","7.2","7.4","-0.3","54","0.0"
"ER","Bihar","4191","0","74.3","70.4","0.2","460","0.0"
"","DVC","3103","0","65.1","-45.2","0.4","396","0.0"
"","Jharkhand","1163","0","23.6","17.6","-0.8","169","0.0"
"","Odisha","3995","0","72.9","22.5","0.5","267","0.0"
"","West Bengal","6915","0","129.7","27.4","1.4","309","0.0"
"","Sikkim","100","0","1.4","1.7","-0.3","18","0.0"
"NER","Arunachal Pradesh","122","3","2.3","2.2","0.1","64","0.0"
"","Assam","1442","32","23.4","18.3","1.2","137","0.2"
"","Manipur","194","4","2.8","2.7","0.0","53","0.0"
"","Meghalaya","392","0","6.3","5.1","0.0","62","0.0"
"","Mizoram","102","2","1.9","1.5","0.4","18","0.0"
"","Nagaland","117","3","2.2","1.9","0.2","9","0.0"
"","Tripura","248","0","3.7","1.8","0.3","61","0.0"
