"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5037","0","93.9","35.1","-0.3","138"
"","Haryana","6215","0","110.3","56.9","-0.9","187"
"","Rajasthan","10362","0","222.6","68.5","1.6","347"
"","Delhi","3669","0","64.9","49.1","-0.6","503"
"","UP","10537","960","228.0","95.9","1.9","513"
"","Uttarakhand","1792","0","34.6","23.4","0.9","118"
"","HP","1401","1","25.5","21.7","0.1","103"
"","J&K","2008","502","43.8","37.3","1.7","211"
"","Chandigarh","211","0","3.6","3.7","0.3","17"
"WR","Chhattisgarh","3471","96","73.9","26.8","1.2","283"
"","Gujarat","12630","18","275.6","88.5","1.3","560"
"","MP","10836","0","221.0","126.7","-3.8","251"
"","Maharashtra","18404","14","369.5","70.6","1.1","498"
"","Goa","455","1","9.0","8.0","0.4","89"
"","DD","279","0","6.2","6.2","0.0","31"
"","DNH","665","0","15.5","15.6","-0.2","14"
"","Essar steel","361","0","7.5","8.1","-0.6","101"
"SR","Andhra Pradesh","6540","0","135.7","18.6","0.9","606"
"","Telangana","6007","0","128.1","83.5","-4.1","503"
"","Karnataka","8264","600","181.2","38.5","0.7","373"
"","Kerala","3294","0","61.4","50.6","1.7","217"
"","Tamil Nadu","12680","0","264.9","125.3","3.4","412"
"","Pondy","297","0","6.1","6.5","-0.4","22"
"ER","Bihar","3400","0","66.8","62.9","1.6","295"
"","DVC","2577","0","57.6","-13.9","-1.0","272"
"","Jharkhand","1086","0","23.8","10.9","0.6","140"
"","Odisha","3620","0","66.9","21.0","0.2","270"
"","West Bengal","6334","0","117.0","23.7","0.5","298"
"","Sikkim","98","0","1.6","1.1","0.5","22"
"NER","Arunachal Pradesh","100","7","1.9","1.4","0.5","44"
"","Assam","1303","44","21.8","14.8","1.8","243"
"","Manipur","170","0","2.8","2.6","0.1","40"
"","Meghalaya","335","4","5.5","4.4","-0.1","44"
"","Mizoram","90","3","1.6","1.3","0.2","34"
"","Nagaland","112","6","2.1","1.7","0.3","37"
"","Tripura","212","0","3.3","-0.6","0.8","40"
