"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5459","0","104.2","44.8","-0.1","247"
"","Haryana","6302","0","115.8","57.3","-0.2","175"
"","Rajasthan","10478","0","215.5","70.4","-0.3","200"
"","Delhi","3470","0","61.6","49.1","0.9","341"
"","UP","10274","1430","226.9","98.9","-0.2","296"
"","Uttarakhand","1883","16","35.7","25.9","3.2","226"
"","HP","1397","0","26.7","20.3","1.5","124"
"","J&K","1964","491","43.3","35.7","2.0","190"
"","Chandigarh","205","0","3.6","3.6","0.3","19"
"WR","Chhattisgarh","3244","253","68.4","22.4","0.9","267"
"","Gujarat","12374","22","266.2","71.9","0.2","321"
"","MP","11007","0","219.5","122.5","-2.7","409"
"","Maharashtra","19082","20","398.8","100.0","-0.2","696"
"","Goa","445","0","8.9","7.6","0.8","100"
"","DD","282","0","6.4","6.2","0.2","10"
"","DNH","667","0","15.4","15.6","-0.2","12"
"","Essar steel","398","0","7.6","6.6","1.0","186"
"SR","Andhra Pradesh","6265","0","130.8","33.9","-0.2","842"
"","Telangana","5903","0","133.6","86.7","0.5","265"
"","Karnataka","7450","1500","169.1","33.2","5.1","612"
"","Kerala","3351","0","62.9","44.3","1.9","197"
"","Tamil Nadu","11825","0","242.1","104.5","3.4","764"
"","Pondy","285","10","6.1","5.8","0.3","31"
"ER","Bihar","3316","100","62.6","61.3","-1.0","150"
"","DVC","2864","0","56.9","-15.2","-1.4","60"
"","Jharkhand","1017","0","22.2","11.0","0.4","40"
"","Odisha","3652","0","69.2","20.3","1.6","180"
"","West Bengal","6532","0","113.5","21.3","1.5","230"
"","Sikkim","97","0","1.2","1.1","0.1","25"
"NER","Arunachal Pradesh","104","2","1.9","1.5","0.4","40"
"","Assam","1267","34","20.9","14.5","1.4","221"
"","Manipur","155","2","2.4","2.5","-0.1","28"
"","Meghalaya","326","1","5.0","4.7","-0.7","10"
"","Mizoram","88","1","1.3","1.2","0.1","30"
"","Nagaland","110","2","1.9","1.7","0.2","51"
"","Tripura","209","1","2.9","-0.4","1.3","23"
