"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6382","0","134.6","78.7","-1.2","300"
"","Haryana","6130","0","135.0","78.3","-0.6","193"
"","Rajasthan","7049","0","156.5","57.2","-6.4","60"
"","Delhi","4547","4","96.6","68.3","-4.8","93"
"","UP","10907","2000","239.2","99.9","1.0","445"
"","Uttarakhand","1661","0","35.3","19.1","-0.3","116"
"","HP","1104","0","23.5","9.9","-2.1","34"
"","J&K","1506","100","31.0","18.3","-0.7","169"
"","Chandigarh","283","0","5.5","5.1","0.4","39"
"WR","Chhattisgarh","3239","61","73.9","23.3","-1.3","146"
"","Gujarat","11653","52","268.1","39.9","-0.3","444"
"","MP","7066","10","138.0","74.7","-3.6","119"
"","Maharashtra","16355","470","369.5","98.7","6.7","637"
"","Goa","380","41","8.5","7.3","0.8","95"
"","DD","257","0","6.1","5.9","0.2","42"
"","DNH","579","1","13.8","13.8","0.0","92"
"SR","Andhra Pradesh","10716","2000","244.9","73.7","2.6","280"
"","Karnataka","7178","600","149.5","25.9","0.4","336"
"","Kerala","2995","500","61.2","38.4","1.7","268"
"","Tamil Nadu","11214","556","259.4","60.1","1.0","297"
"","Pondy","319","30","6.8","6.9","-0.1","45"
"ER","Bihar","1810","200","39.9","40.4","-0.5","100"
"","DVC","2693","0","57.7","-28.7","-1.8","330"
"","Jharkhand","1024","0","22.0","11.4","-0.5","0"
"","Odisha","3643","0","72.1","8.2","1.5","280"
"","West Bengal","6649","0","134.3","32.4","1.5","300"
"","Sikkim","91","0","1.3","1.5","-0.3","0"
"NER","Arunachal Pradesh","97","3","1.4","1.3","0.1","33"
"","Assam","991","151","14.9","11.2","-3.1","84"
"","Manipur","90","4","1.4","1.1","0.3","36"
"","Meghalaya","242","18","4.2","1.7","0.8","59"
"","Mizoram","51","4","1.0","0.9","0.1","13"
"","Nagaland","96","4","1.4","1.1","0.1","23"
"","Tripura","155","34","2.8","1.3","0.1","17"
