"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8715","0","186.0","105.4","-1.6","73","0.0"
"","Haryana","8934","0","183.5","125.3","-0.6","292","0.0"
"","Rajasthan","12467","0","275.2","90.7","-1.0","194","0.0"
"","Delhi","6400","0","129.2","109.0","-1.8","151","0.1"
"","UP","20071","0","381.6","161.2","0.5","705","0.0"
"","Uttarakhand","2085","0","41.9","16.4","-0.7","94","0.0"
"","HP","1448","0","30.6","4.5","1.5","176","0.0"
"","J&K","2224","556","47.9","27.2","-2.3","77","11.3"
"","Chandigarh","293","0","5.7","6.8","-1.1","54","0.0"
"WR","Chhattisgarh","3740","0","85.1","32.8","-1.6","418","0.0"
"","Gujarat","18305","0","400.8","103.0","5.9","678","0.0"
"","MP","9779","0","223.5","122.6","0.0","479","0.0"
"","Maharashtra","22103","0","485.7","123.5","-3.1","600","0.0"
"","Goa","541","0","11.9","11.0","0.4","136","0.0"
"","DD","347","0","7.7","7.2","0.4","40","0.0"
"","DNH","751","0","17.5","17.7","-0.2","41","0.0"
"","Essar steel","369","0","6.2","6.3","-0.1","254","0.0"
"SR","Andhra Pradesh","9108","0","187.5","52.1","-0.3","586","0.0"
"","Telangana","7697","0","159.9","59.6","0.3","523","0.0"
"","Karnataka","9614","0","179.1","52.1","-0.4","656","0.0"
"","Kerala","3811","0","79.1","57.6","1.2","331","0.0"
"","Tamil Nadu","14784","0","339.9","136.0","-2.1","500","0.0"
"","Pondy","428","0","9.2","9.3","-0.1","65","0.0"
"ER","Bihar","5363","0","104.5","103.2","0.2","325","0.0"
"","DVC","3023","0","64.8","-47.9","0.1","350","0.0"
"","Jharkhand","1106","0","25.8","18.1","0.2","150","0.0"
"","Odisha","4229","0","89.4","29.6","0.4","370","0.0"
"","West Bengal","7843","0","160.6","45.2","0.6","385","0.0"
"","Sikkim","90","0","1.2","1.3","-0.2","30","0.0"
"NER","Arunachal Pradesh","109","2","2.0","2.3","-0.3","41","0.0"
"","Assam","1548","138","30.3","25.1","0.4","155","1.4"
"","Manipur","169","3","2.4","2.3","0.1","20","0.0"
"","Meghalaya","334","0","5.8","1.9","-0.1","63","0.0"
"","Mizoram","92","3","1.8","1.4","0.2","12","0.0"
"","Nagaland","124","2","2.1","2.2","-0.2","22","0.0"
"","Tripura","273","2","5.0","4.8","0.1","56","0.0"
