"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9630","0","210.8","117.4","0.2","83"
"","Haryana","8632","0","181.2","128.3","-0.9","356"
"","Rajasthan","9482","748","222.8","90.7","4.0","418"
"","Delhi","5245","0","114.6","99.0","-1.2","49"
"","UP","12745","4075","286.8","136.7","-2.6","291"
"","Uttarakhand","1787","75","36.9","12.8","1.7","209"
"","HP","1242","0","25.5","1.6","0.4","120"
"","J&K","2128","532","35.6","19.2","1.6","462"
"","Chandigarh","302","0","6.0","6.5","-0.8","0"
"WR","Chhattisgarh","3140","96","75.5","25.5","-2.0","60"
"","Gujarat","14870","31","319.6","89.5","-1.7","448"
"","MP","7474","0","166.0","89.3","-2.4","119"
"","Maharashtra","18166","26","396.8","117.6","-3.5","754"
"","Goa","400","0","8.4","7.7","0.1","62"
"","DD","304","0","6.8","6.2","0.6","29"
"","DNH","686","0","16.2","16.1","0.1","56"
"","Essar steel","288","0","5.7","5.9","-0.2","89"
"SR","Andhra Pradesh","6050","0","136.3","15.4","0.2","395"
"","Telangana","6308","0","144.7","94.9","0.9","259"
"","Karnataka","7434","1300","161.9","17.4","4.8","720"
"","Kerala","2908","0","55.5","34.5","1.7","342"
"","Tamil Nadu","13058","0","282.4","94.3","1.9","425"
"","Pondy","321","0","6.7","6.7","0.0","35"
"ER","Bihar","3184","50","65.1","61.5","2.0","250"
"","DVC","2668","0","57.9","-12.5","-4.7","120"
"","Jharkhand","1053","0","24.7","15.2","0.2","100"
"","Odisha","3871","100","81.6","22.5","2.0","200"
"","West Bengal","7354","0","145.1","57.4","3.2","260"
"","Sikkim","84","0","1.1","0.6","0.4","25"
"NER","Arunachal Pradesh","87","3","1.6","1.7","-0.1","27"
"","Assam","1316","155","25.6","17.7","1.5","171"
"","Manipur","128","2","2.1","2.1","0.0","33"
"","Meghalaya","293","2","5.2","-0.8","0.0","76"
"","Mizoram","75","1","1.2","1.2","-0.1","18"
"","Nagaland","108","3","1.7","1.6","0.0","33"
"","Tripura","261","1","3.7","0.9","0.8","61"
