"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5313","0","96.8","38.7","3.9","356"
"","Haryana","5720","0","110.7","45.4","1.2","271"
"","Rajasthan","9204","0","189.0","74.7","1.5","480"
"","Delhi","3626","0","63.5","45.3","-1.8","136"
"","UP","10211","1845","229.2","93.7","0.1","285"
"","Uttarakhand","1710","40","34.1","22.4","2.1","210"
"","HP","1360","0","26.0","20.8","0.7","118"
"","J&K","1828","100","37.4","30.9","0.9","233"
"","Chandigarh","212","0","3.7","3.2","0.5","59"
"WR","Chhattisgarh","2905","5","63.4","15.5","-1.9","251"
"","Gujarat","10761","0","242.2","39.8","-0.5","890"
"","MP","9185","0","176.0","86.5","-2.3","485"
"","Maharashtra","18513","382","365.0","102.3","4.0","656"
"","Goa","403","0","8.0","7.2","0.1","9"
"","DD","241","0","5.8","5.9","-0.2","11"
"","DNH","646","0","15.2","14.6","0.6","76"
"","Essar steel","368","0","7.7","7.3","0.4","29"
"SR","Andhra Pradesh","11194","0","252.6","84.3","4.0","325"
"","Karnataka","8580","350","177.2","24.0","0.8","474"
"","Kerala","3187","150","58.8","26.6","2.2","229"
"","Tamil Nadu","12111","698","252.2","84.7","0.0","396"
"","Pondy","296","0","5.8","6.3","-0.5","21"
"ER","Bihar","1928","300","40.3","36.0","1.7","225"
"","DVC","2578","0","60.0","-19.6","-1.1","150"
"","Jharkhand","1063","0","21.0","11.0","0.2","120"
"","Odisha","3448","0","66.3","11.7","4.0","280"
"","West Bengal","6520","0","118.5","19.2","10.9","400"
"","Sikkim","65","0","1.3","1.4","-0.1","21"
"NER","Arunachal Pradesh","113","2","1.7","1.3","0.3","42"
"","Assam","985","163","18.7","12.1","1.5","126"
"","Manipur","111","14","1.5","1.7","-0.2","45"
"","Meghalaya","294","1","5.3","3.5","0.4","104"
"","Mizoram","68","12","1.2","1.0","0.0","19"
"","Nagaland","87","13","1.6","1.5","-0.1","18"
"","Tripura","181","11","2.5","0.5","-0.6","21"
