"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4882","0","86.6","33.1","1.2","271"
"","Haryana","5824","0","111.6","46.3","0.0","427"
"","Rajasthan","9499","0","195.0","74.5","-4.1","127"
"","Delhi","3787","0","65.4","46.2","-1.9","508"
"","UP","10218","1630","226.1","89.5","-0.3","405"
"","Uttarakhand","1734","40","35.2","25.3","1.7","166"
"","HP","1317","10","24.8","19.9","0.1","122"
"","J&K","1983","100","42.1","32.6","3.2","309"
"","Chandigarh","219","0","3.8","3.1","0.7","63"
"WR","Chhattisgarh","2894","5","64.6","13.4","-1.4","240"
"","Gujarat","11411","15","238.4","39.9","-0.1","778"
"","MP","9071","0","176.6","87.5","-1.3","658"
"","Maharashtra","17443","237","362.6","111.7","3.9","657"
"","Goa","381","0","7.6","6.3","0.7","93"
"","DD","246","0","5.9","5.7","0.2","15"
"","DNH","654","0","15.1","14.5","0.6","50"
"","Essar steel","264","0","5.2","5.3","-0.1","40"
"SR","Andhra Pradesh","11652","500","263.2","84.4","1.8","525"
"","Karnataka","8594","300","182.0","20.3","0.0","158"
"","Kerala","3242","150","59.2","26.5","1.6","504"
"","Tamil Nadu","11605","656","253.6","76.9","1.6","426"
"","Pondy","283","0","5.6","6.5","-0.9","62"
"ER","Bihar","1658","350","42.3","36.8","4.4","250"
"","DVC","2607","0","57.4","-16.3","-1.5","100"
"","Jharkhand","1046","0","22.3","11.7","-0.9","30"
"","Odisha","3448","0","68.5","15.4","3.5","180"
"","West Bengal","6520","0","106.8","24.8","12.8","560"
"","Sikkim","77","0","1.5","1.4","0.1","16"
"NER","Arunachal Pradesh","113","2","1.7","1.4","0.3","32"
"","Assam","1037","104","19.5","12.9","1.6","189"
"","Manipur","129","1","1.6","1.8","-0.2","45"
"","Meghalaya","287","3","4.8","3.7","-0.1","57"
"","Mizoram","74","4","1.2","1.0","0.0","45"
"","Nagaland","98","2","1.5","1.6","-0.3","25"
"","Tripura","201","1","2.9","1.0","-0.6","27"
