"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4945","0","96.5","67.1","-0.3","136","0.0"
"","Haryana","5813","0","111.5","91.4","1.1","304","0.0"
"","Rajasthan","12291","0","213.6","56.2","-1.3","481","0.0"
"","Delhi","3420","0","60.2","48.8","-1.2","105","0.0"
"","UP","13608","0","240.9","110.0","0.8","1039","0.0"
"","Uttarakhand","1778","0","33.8","12.0","0.2","150","0.0"
"","HP","1511","0","24.1","17.8","-1.0","102","0.0"
"","J&K(UT) and Ladakh(UT)","1979","495","43.1","39.0","-4.0","39","10.1"
"","Chandigarh","196","0","3.2","3.2","0.0","22","0.0"
"WR","Chhattisgarh","3989","0","89.7","36.3","-0.8","616","0.0"
"","Gujarat","16447","0","349.9","85.7","3.5","974","0.0"
"","MP","10461","0","205.4","102.9","-1.7","517","0.0"
"","Maharashtra","24012","0","499.3","161.9","1.4","1075","0.0"
"","Goa","552","4","11.1","10.7","0.0","97","0.0"
"","DD","333","0","7.4","7.3","0.1","30","0.0"
"","DNH","807","0","18.9","18.9","0.0","41","0.0"
"","Essar steel","765","0","5.1","5.0","0.1","233","0.0"
"SR","Andhra Pradesh","9980","0","205.1","101.5","-0.1","496","0.0"
"","Telangana","12051","0","247.4","136.9","1.3","716","0.0"
"","Karnataka","12854","0","256.9","85.9","0.5","761","0.0"
"","Kerala","4068","0","84.5","63.9","1.5","198","0.0"
"","Tamil Nadu","15481","0","346.2","191.4","-0.4","466","0.0"
"","Puducherry","396","0","8.3","8.7","-0.4","29","0.0"
"ER","Bihar","4030","285","72.0","68.1","0.2","305","0.0"
"","DVC","3086","365","63.3","-41.1","0.1","368","0.0"
"","Jharkhand","1306","148","24.5","15.6","-0.1","148","0.0"
"","Odisha","4006","508","79.6","-0.7","0.7","508","0.0"
"","West Bengal","7352","369","142.0","39.5","0.1","374","0.0"
"","Sikkim","128","35","1.4","1.6","-0.2","35","0.0"
"NER","Arunachal Pradesh","118","2","2.0","2.3","-0.4","9","0.0"
"","Assam","1456","18","23.9","20.1","0.2","108","0.4"
"","Manipur","164","3","2.6","2.4","0.2","34","0.0"
"","Meghalaya","324","0","5.4","3.9","0.2","57","0.1"
"","Mizoram","98","2","1.7","1.4","0.2","18","0.0"
"","Nagaland","134","1","2.2","2.0","0.1","10","0.0"
"","Tripura","248","0","3.8","2.8","-0.4","22","0.0"
