"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5795","0","113.6","27.5","-0.2","99","0.0"
"","Haryana","6945","0","126.5","58.3","0.1","135","0.1"
"","Rajasthan","12268","21","236.5","61.7","0.3","405","0.0"
"","Delhi","4413","0","73.9","55.8","2.1","386","0.0"
"","UP","13479","860","290.7","118.5","0.4","447","6.7"
"","Uttarakhand","2132","0","39.7","23.2","1.3","179","0.7"
"","HP","1682","0","30.5","23.4","1.7","435","0.2"
"","J&K","2461","615","50.9","43.6","2.4","366","12.0"
"","Chandigarh","229","0","3.8","3.6","0.2","74","0.0"
"WR","Chhattisgarh","3609","0","78.9","19.7","-0.5","481","0.1"
"","Gujarat","15170","0","326.3","87.8","3.2","567","0.0"
"","MP","14114","0","259.8","150.3","-1.8","546","0.0"
"","Maharashtra","20399","0","411.5","105.4","-1.4","460","0.0"
"","Goa","451","0","8.8","8.8","-0.6","46","0.0"
"","DD","319","0","7.1","6.9","0.2","81","0.0"
"","DNH","720","0","17.0","16.9","0.1","72","0.0"
"","Essar steel","450","0","9.0","9.2","-0.2","197","0.0"
"SR","Andhra Pradesh","8197","0","165.9","64.5","-0.1","884","0.0"
"","Telangana","9157","0","186.0","74.7","-0.8","587","0.0"
"","Karnataka","11022","0","208.5","72.9","-0.2","785","0.0"
"","Kerala","3428","0","63.4","53.1","0.4","187","0.0"
"","Tamil Nadu","13887","0","289.4","136.2","-0.3","602","0.0"
"","Pondy","371","0","7.5","7.8","-0.3","37","0.0"
"ER","Bihar","4339","50","77.7","71.2","1.2","460","0.2"
"","DVC","3039","0","64.5","-32.7","0.0","396","0.0"
"","Jharkhand","1000","292","21.4","19.2","0.5","169","0.9"
"","Odisha","3986","0","81.5","26.3","-0.2","267","0.0"
"","West Bengal","6304","0","112.8","24.8","1.1","309","0.0"
"","Sikkim","98","0","1.5","1.8","-0.3","18","0.0"
"NER","Arunachal Pradesh","101","3","2.1","1.7","0.3","32","0.0"
"","Assam","1405","26","23.0","17.3","1.1","86","0.2"
"","Manipur","192","4","2.7","3.0","-0.3","46","0.0"
"","Meghalaya","372","0","6.9","5.9","-0.2","32","0.0"
"","Mizoram","104","2","1.9","1.2","0.3","15","0.0"
"","Nagaland","113","2","2.2","2.0","0.1","27","0.0"
"","Tripura","226","1","3.8","1.4","0.3","51","0.0"
