"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5360","0","123.7","22.4","-0.4","299","0.0"
"","Haryana","6203","0","132.2","90.0","0.2","214","0.0"
"","Rajasthan","10286","0","211.9","42.6","0.6","510","0.0"
"","Delhi","3335","0","69.6","51.7","-1.3","83","0.0"
"","UP","15513","0","314.3","125.4","-0.3","479","0.0"
"","Uttarakhand","1582","0","31.9","10.8","-0.4","91","0.0"
"","HP","1280","10","22.8","9.5","0.5","189","0.2"
"","J&K","1903","476","39.3","36.0","-6.3","-20","9.5"
"","Chandigarh","153","0","3.0","3.2","-0.2","16","0.0"
"WR","Chhattisgarh","4193","0","98.6","26.9","-2.5","131","0.0"
"","Gujarat","16397","0","365.7","140.3","6.0","667","0.0"
"","MP","11380","0","248.5","134.5","-1.7","762","0.0"
"","Maharashtra","23407","0","484.0","189.5","-2.2","547","1.2"
"","Goa","470","0","10.4","10.1","-0.2","49","0.0"
"","DD","256","0","5.7","5.0","0.7","50","0.0"
"","DNH","670","0","15.4","15.1","0.3","101","0.0"
"","Essar steel","395","0","7.8","7.5","0.3","292","0.0"
"SR","Andhra Pradesh","7495","0","170.2","68.3","1.0","474","0.0"
"","Telangana","9315","0","197.6","83.8","0.4","668","0.0"
"","Karnataka","7346","0","149.6","38.9","1.1","660","0.0"
"","Kerala","3379","0","66.5","43.2","0.7","260","0.0"
"","Tamil Nadu","12518","0","268.9","127.0","2.0","768","0.0"
"","Pondy","342","0","6.8","7.1","-0.3","39","0.0"
"ER","Bihar","4027","0","78.3","77.9","-1.9","50","0.0"
"","DVC","2634","0","56.0","-21.4","-0.3","150","0.0"
"","Jharkhand","1000","0","21.8","13.1","-1.4","20","0.0"
"","Odisha","4761","0","99.9","40.6","1.7","220","0.0"
"","West Bengal","6699","0","127.0","15.4","0.4","150","0.0"
"","Sikkim","67","0","0.8","1.4","-0.6","11","0.0"
"NER","Arunachal Pradesh","109","2","2.1","2.2","-0.1","137","0.0"
"","Assam","1245","24","19.2","14.2","0.1","136","0.7"
"","Manipur","166","3","2.2","2.4","-0.2","31","0.0"
"","Meghalaya","269","0","4.9","2.9","-0.2","49","0.0"
"","Mizoram","76","1","1.8","1.0","0.1","2","0.0"
"","Nagaland","102","2","2.1","1.8","-0.2","11","0.0"
"","Tripura","242","2","3.9","2.8","-0.5","5","0.1"
