"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7842","0","174.0","123.1","1.1","555"
"","Haryana","6900","0","138.7","83.6","3.1","381"
"","Rajasthan","6113","0","143.3","58.0","-2.8","38"
"","Delhi","3881","0","82.4","61.4","-1.7","165"
"","UP","10527","1870","234.6","115.6","-1.0","345"
"","Uttarakhand","1590","0","32.2","13.7","-1.9","46"
"","HP","1114","0","24.4","1.5","0.0","156"
"","J&K","1434","100","27.0","16.8","-3.3","67"
"","Chandigarh","251","0","5.1","5.6","-0.5","0"
"WR","Chhattisgarh","2684","127","60.1","20.1","2.1","364"
"","Gujarat","8887","43","196.0","45.9","-3.1","328"
"","MP","5522","62","109.1","28.1","-1.6","365"
"","Maharashtra","13662","207","302.8","92.6","8.1","416"
"","Goa","379","4","7.8","6.6","0.8","78"
"","DD","251","3","6.1","5.6","0.5","45"
"","DNH","633","7","15.0","14.1","0.9","47"
"","Essar steel","406","4","8.7","8.5","0.2","51"
"SR","Andhra Pradesh","11230","750","253.7","71.4","3.5","410"
"","Karnataka","6423","500","143.8","24.4","0.8","267"
"","Kerala","2870","150","53.3","15.4","-1.5","124"
"","Tamil Nadu","10715","562","236.0","61.7","1.5","376"
"","Pondy","273","30","5.5","5.8","-0.3","19"
"ER","Bihar","2090","300","41.3","43.4","-2.0","40"
"","DVC","2727","0","56.9","-23.0","-0.3","300"
"","Jharkhand","1006","0","18.8","16.3","-2.6","50"
"","Odisha","3622","0","68.4","17.2","2.1","500"
"","West Bengal","6510","3","124.4","41.7","-0.6","450"
"","Sikkim","93","0","1.1","1.8","-0.6","0"
"NER","Arunachal Pradesh","90","3","1.0","1.5","-0.5","20"
"","Assam","1130","133","22.3","15.7","1.4","164"
"","Manipur","112","3","1.4","2.3","-1.0","10"
"","Meghalaya","235","6","4.8","0.0","0.4","78"
"","Mizoram","54","1","1.0","1.1","-0.1","3"
"","Nagaland","89","3","1.4","1.4","-0.4","9"
"","Tripura","185","28","3.4","1.4","0.2","55"
