"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5490","0","127.7","36.0","0.3","204","0.0"
"","Haryana","6456","0","128.2","66.9","4.3","300","0.0"
"","Rajasthan","11913","0","230.6","70.5","-1.1","236","0.0"
"","Delhi","3438","0","62.8","46.4","-0.3","153","0.0"
"","UP","12519","0","257.3","102.2","-0.1","248","0.7"
"","Uttarakhand","1903","0","36.0","24.6","0.3","89","0.0"
"","HP","1548","0","27.4","20.0","-0.1","125","0.0"
"","J&K","2357","589","48.2","41.0","0.8","275","11.3"
"","Chandigarh","194","0","3.2","3.3","0.0","33","0.0"
"WR","Chhattisgarh","3576","0","76.6","10.2","0.2","710","0.0"
"","Gujarat","15179","0","327.4","106.1","1.7","695","0.0"
"","MP","13705","0","257.8","144.0","-1.4","503","0.0"
"","Maharashtra","21533","0","439.9","116.5","1.2","747","0.0"
"","Goa","484","0","9.6","9.4","-0.2","35","0.0"
"","DD","315","0","7.0","6.3","0.7","49","0.0"
"","DNH","803","0","16.8","15.8","0.9","98","0.0"
"","Essar steel","478","0","10.0","10.1","-0.1","270","0.0"
"SR","Andhra Pradesh","7801","0","166.0","59.5","1.4","628","0.0"
"","Telangana","8044","0","169.0","70.2","2.1","524","0.0"
"","Karnataka","10883","0","207.2","70.6","0.2","766","0.0"
"","Kerala","3715","0","72.0","61.0","0.5","170","0.0"
"","Tamil Nadu","14220","0","271.1","128.4","0.7","723","0.0"
"","Pondy","329","0","6.6","6.8","-0.3","21","0.0"
"ER","Bihar","4138","0","68.2","67.2","-1.9","460","0.0"
"","DVC","2789","0","62.6","-19.4","2.7","396","0.0"
"","Jharkhand","1142","92","23.7","14.3","-1.4","169","0.3"
"","Odisha","3627","0","71.2","27.4","2.2","267","0.0"
"","West Bengal","6500","0","112.8","17.4","1.1","309","0.0"
"","Sikkim","100","0","1.5","1.6","-0.1","18","0.0"
"NER","Arunachal Pradesh","115","2","2.1","1.8","0.3","44","0.0"
"","Assam","1407","7","24.2","18.9","1.4","134","0.1"
"","Manipur","177","3","2.7","2.8","-0.1","22","0.0"
"","Meghalaya","335","0","6.3","5.3","-0.1","29","0.3"
"","Mizoram","89","1","1.6","1.1","0.1","27","0.0"
"","Nagaland","127","3","2.2","1.6","0.4","35","0.0"
"","Tripura","215","0","3.6","1.1","0.4","44","0.0"
