"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9128","75","201.6","124.0","-1.1","88"
"","Haryana","7880","0","169.8","120.7","-1.3","304"
"","Rajasthan","8381","0","186.3","53.4","1.1","202"
"","Delhi","5298","0","110.9","83.4","-2.9","271"
"","UP","12113","1850","266.6","122.3","1.9","378"
"","Uttarakhand","1750","75","38.1","21.0","0.3","87"
"","HP","1209","0","25.7","2.0","-0.5","94"
"","J&K","1426","100","26.8","16.0","0.3","195"
"","Chandigarh","326","0","6.1","5.6","0.5","67"
"WR","Chhattisgarh","2738","187","62.6","13.1","0.4","215"
"","Gujarat","13334","89","293.0","47.7","-3.6","244"
"","MP","6638","56","144.0","83.5","-0.6","303"
"","Maharashtra","17382","738","393.0","109.6","2.7","686"
"","Goa","475","3","9.2","6.9","2.0","107"
"","DD","298","2","6.6","6.3","0.3","36"
"","DNH","653","5","11.1","14.8","-3.7","60"
"","Essar steel","485","3","10.0","10.6","-0.7","11"
"SR","Andhra Pradesh","5868","1000","128.2","20.3","2.6","368"
"","Telangana","5203","500","115.3","65.2","-0.2","425"
"","Karnataka","8261","350","180.3","33.3","0.2","245"
"","Kerala","3352","150","63.3","34.4","1.0","223"
"","Tamil Nadu","13374","0","287.6","90.3","2.3","379"
"","Pondy","332","0","7.3","7.5","-0.2","49"
"ER","Bihar","2206","70","41.0","38.8","-0.2","210"
"","DVC","2408","95","55.7","-17.0","-1.7","160"
"","Jharkhand","927","0","19.2","8.5","0.2","130"
"","Odisha","3411","300","69.5","16.7","3.1","326"
"","West Bengal","6971","7","137.0","39.7","-0.8","294"
"","Sikkim","84","0","1.2","1.0","0.2","25"
"NER","Arunachal Pradesh","104","3","1.7","1.7","0.0","20"
"","Assam","1130","248","24.1","15.7","2.6","114"
"","Manipur","115","10","1.5","2.1","-0.6","20"
"","Meghalaya","262","15","3.9","1.4","-1.0","14"
"","Mizoram","73","12","1.1","1.3","-0.4","15"
"","Nagaland","97","3","1.6","1.8","-0.4","25"
"","Tripura","223","44","3.5","1.6","-0.9","25"
