"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8509","0","187.8","108.2","0.0","92"
"","Haryana","6828","0","148.6","84.2","-2.7","113"
"","Rajasthan","9009","0","202.1","75.0","0.5","184"
"","Delhi","5259","0","111.1","81.9","-0.5","339"
"","UP","12296","1785","284.3","136.3","0.6","477"
"","Uttarakhand","1760","75","34.1","18.1","7.3","484"
"","HP","1168","0","25.0","0.9","-0.1","69"
"","J&K","1441","100","26.8","16.8","-0.5","146"
"","Chandigarh","333","0","6.4","5.6","0.8","70"
"WR","Chhattisgarh","3138","76","68.9","22.6","-1.0","171"
"","Gujarat","13254","76","293.8","48.4","-1.7","590"
"","MP","7100","62","154.0","80.7","-0.5","570"
"","Maharashtra","19194","830","396.4","113.4","4.0","1133"
"","Goa","411","3","9.5","8.0","1.1","0"
"","DD","273","2","6.1","6.4","-0.3","58"
"","DNH","648","6","15.3","15.0","0.3","31"
"","Essar steel","448","3","10.0","10.2","-0.1","11"
"SR","Andhra Pradesh","5357","500","114.5","23.2","-2.2","343"
"","Telangana","5562","2000","118.7","74.5","4.9","597"
"","Karnataka","7654","400","156.0","16.9","-0.4","234"
"","Kerala","2705","500","55.6","35.2","1.6","256"
"","Tamil Nadu","13063","0","272.3","86.9","0.1","545"
"","Pondy","329","30","6.7","6.8","-0.1","51"
"ER","Bihar","2346","400","39.5","39.9","-1.7","100"
"","DVC","2592","200","58.0","-16.7","-0.1","240"
"","Jharkhand","1147","0","17.4","12.2","-1.7","100"
"","Odisha","3837","0","80.2","15.1","-0.7","300"
"","West Bengal","7270","0","141.2","35.4","1.3","380"
"","Sikkim","42","0","1.6","1.5","0.1","25"
"NER","Arunachal Pradesh","105","7","1.7","1.8","-0.1","39"
"","Assam","1117","272","22.3","15.2","2.7","246"
"","Manipur","108","7","1.5","1.7","-0.2","49"
"","Meghalaya","265","16","4.0","1.0","-0.9","77"
"","Mizoram","67","14","1.1","1.1","-0.3","21"
"","Nagaland","98","10","1.4","1.4","-0.2","42"
"","Tripura","188","23","2.9","1.5","-0.8","56"
