"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4172","0","74.7","46.8","2.3","270"
"","Haryana","5181","0","98.0","41.7","1.4","372"
"","Rajasthan","8031","0","168.9","75.6","-3.0","181"
"","Delhi","3177","0","57.1","42.4","0.4","500"
"","UP","9053","1880","198.5","74.7","-1.2","345"
"","Uttarakhand","1502","110","28.5","18.8","1.1","228"
"","HP","1225","0","22.5","13.7","1.2","111"
"","J&K","1817","100","36.5","27.8","1.6","236"
"","Chandigarh","174","0","3.3","3.0","0.2","26"
"WR","Chhattisgarh","2669","9","55.4","9.8","0.0","436"
"","Gujarat","10177","37","228.5","39.7","-0.1","433"
"","MP","8535","0","179.9","113.6","-4.5","308"
"","Maharashtra","16849","375","362.5","114.8","9.6","431"
"","Goa","430","0","7.8","9.7","-2.6","101"
"","DD","229","0","5.6","6.4","-0.8","0"
"","DNH","639","0","14.9","11.8","3.1","39"
"","Essar steel","215","0","4.3","0.0","4.3","51"
"SR","Andhra Pradesh","10269","0","232.1","80.8","3.3","381"
"","Karnataka","8041","600","168.9","23.9","1.8","305"
"","Kerala","3117","250","59.5","35.2","1.2","316"
"","Tamil Nadu","10456","1836","225.5","75.0","-3.4","456"
"","Pondy","312","0","5.8","6.4","-0.6","13"
"ER","Bihar","2064","200","37.8","37.8","0.0","100"
"","DVC","2483","200","54.6","-19.7","0.1","370"
"","Jharkhand","1004","0","19.6","13.3","-1.9","70"
"","Odisha","3258","0","62.9","10.2","-1.2","160"
"","West Bengal","6088","0","99.6","14.3","3.9","230"
"","Sikkim","98","0","1.5","1.6","-0.1","10"
"NER","Arunachal Pradesh","112","1","1.4","1.2","0.2","65"
"","Assam","1085","23","17.5","11.7","0.3","138"
"","Manipur","111","4","1.5","1.7","-0.2","34"
"","Meghalaya","255","9","4.7","2.7","0.1","51"
"","Mizoram","60","4","1.2","1.0","0.0","22"
"","Nagaland","93","4","1.4","1.2","0.1","31"
"","Tripura","160","45","3.3","0.3","0.8","51"
