"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","7599","0","166.3","97.0","0.0","172","0.0"
"","Haryana","6304","0","118.7","96.8","1.6","243","0.0"
"","Rajasthan","9372","0","200.6","84.7","1.8","425","0.0"
"","Delhi","3872","0","77.3","64.0","-2.9","42","0.0"
"","UP","15724","0","311.6","142.1","-0.3","304","0.0"
"","Uttarakhand","1575","0","32.4","11.2","-2.3","124","0.0"
"","HP","1149","0","21.1","6.4","-5.9","67","0.0"
"","J&K","2035","509","40.1","22.2","-0.3","351","9.5"
"","Chandigarh","191","0","3.7","6.0","-2.3","0","0.0"
"WR","Chhattisgarh","3746","0","83.8","28.4","-2.6","189","0.0"
"","Gujarat","14337","0","321.0","60.8","1.7","236","0.0"
"","MP","7702","0","163.3","89.4","0.4","290","0.0"
"","Maharashtra","17277","0","374.9","112.7","-1.3","614","0.0"
"","Goa","402","0","8.6","8.1","0.2","26","0.0"
"","DD","304","0","6.6","6.2","0.5","83","0.0"
"","DNH","738","0","16.9","16.3","0.6","72","0.0"
"","Essar steel","483","0","9.5","9.2","0.3","262","0.0"
"SR","Andhra Pradesh","7809","0","162.5","62.4","1.4","442","0.0"
"","Telangana","8772","0","189.7","78.6","-1.4","428","0.0"
"","Karnataka","7427","0","158.4","64.3","2.6","441","0.0"
"","Kerala","3227","0","62.7","41.6","1.2","201","0.0"
"","Tamil Nadu","12491","0","289.4","128.1","5.2","406","0.0"
"","Pondy","323","0","7.0","7.4","-0.4","39","0.0"
"ER","Bihar","4696","0","89.9","81.0","3.2","345","0.0"
"","DVC","2796","0","66.6","-21.5","2.4","350","0.0"
"","Jharkhand","1154","0","24.1","17.2","1.0","165","0.0"
"","Odisha","4555","0","88.0","39.5","2.0","385","0.0"
"","West Bengal","8334","0","157.1","38.6","6.0","435","0.0"
"","Sikkim","78","0","1.5","1.3","0.2","15","0.0"
"NER","Arunachal Pradesh","104","2","2.3","3.0","-0.7","3","0.0"
"","Assam","1625","75","29.8","22.6","1.9","164","0.9"
"","Manipur","145","3","2.1","2.5","-0.4","38","0.1"
"","Meghalaya","262","0","4.6","-0.3","-0.3","69","0.0"
"","Mizoram","74","1","1.3","1.4","-0.2","12","0.0"
"","Nagaland","115","4","2.1","2.2","-0.3","25","0.0"
"","Tripura","283","1","4.8","4.6","0.0","85","0.0"
