"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","10040","0","227.9","128.3","0.2","122","0.0"
"","Haryana","8830","137","183.8","119.1","1.4","181","0.1"
"","Rajasthan","9085","496","197.8","88.7","2.5","205","3.1"
"","Delhi","5387","0","110.6","84.4","0.5","198","0.1"
"","UP","16576","1845","361.3","170.1","2.4","513","0.0"
"","Uttarakhand","1715","150","37.6","14.6","-0.2","76","0.3"
"","HP","1297","0","26.9","-2.3","2.4","260","0.0"
"","J&K","2048","512","35.3","11.9","-2.6","244","8.5"
"","Chandigarh","291","0","5.8","6.4","-0.7","0","0.0"
"WR","Chhattisgarh","3680","0","88.5","25.5","0.2","129","1.5"
"","Gujarat","11446","0","257.4","60.1","0.3","464","0.0"
"","MP","7809","0","167.5","82.3","3.8","641","0.0"
"","Maharashtra","20481","0","435.6","131.1","0.3","436","0.0"
"","Goa","411","0","8.4","8.3","-0.4","29","0.0"
"","DD","317","0","7.1","6.4","0.7","54","0.0"
"","DNH","741","0","17.1","16.7","0.4","32","0.0"
"","Essar steel","99","0","1.4","0.6","0.8","144","0.0"
"SR","Andhra Pradesh","7008","300","150","50","2.7","450","0.0"
"","Telangana","7637","0","163","79","-1.1","443","0.0"
"","Karnataka","8477","560","181","76","3.9","470","0.0"
"","Kerala","3339","0","66","49","1.8","245","0.0"
"","Tamil Nadu","12438","0","268","140","3.3","540","0.0"
"","Pondy","322","0","7","7","-0.4","24","0.0"
"ER","Bihar","3737","0","67.1","64.5","-0.9","250","0.0"
"","DVC","2793","0","63.1","-27.4","0.7","150","0.0"
"","Jharkhand","1122","0","23.4","16.3","-0.6","160","0.0"
"","Odisha","3977","0","78.5","23.6","-1.4","250","0.0"
"","West Bengal","7451","0","134.6","40.7","4.0","300","0.0"
"","Sikkim","81","0","1.2","2.0","-0.7","30","0.0"
"NER","Arunachal Pradesh","121","4","2.3","3.0","-0.7","6","0.0"
"","Assam","1505","104","26.6","19.9","1.8","212","3.0"
"","Manipur","135","6","2.1","2.2","-0.1","31","0.1"
"","Meghalaya","276","0","4.9","-2.2","0.3","27","0.0"
"","Mizoram","73","1","1.1","1.3","-0.2","9","0.0"
"","Nagaland","113","3","2.0","2.0","-0.2","26","0.0"
"","Tripura","226","4","3.9","2.4","0.9","44","0.1"
