"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5151","0","107.5","44.6","-1.3","110","0.0"
"","Haryana","5818","0","115.7","69.4","-0.6","127","0.0"
"","Rajasthan","10942","0","219.4","58.4","-2.4","120","0.0"
"","Delhi","3581","0","61.4","55.5","-1.4","475","0.0"
"","UP","12975","260","271.5","113.8","-0.3","369","0.0"
"","Uttarakhand","1901","0","35.5","18.9","-0.6","157","0.0"
"","HP","1591","15","29.2","20.9","0.1","102","0.1"
"","J&K","2338","584","46.9","38.8","1.3","255","11.1"
"","Chandigarh","195","0","3.3","3.5","-0.2","6","0.0"
"WR","Chhattisgarh","4239","0","94.5","49.5","-2.5","526","0.0"
"","Gujarat","15141","0","332.3","101.4","1.5","1292","0.0"
"","MP","11035","0","212.2","101.5","-1.2","792","0.0"
"","Maharashtra","21232","0","452.8","136.2","0.2","528","0.0"
"","Goa","440","0","11.6","10.0","0.9","71","0.0"
"","DD","329","0","7.5","7.1","0.3","44","0.0"
"","DNH","799","0","18.7","18.7","0.0","70","0.0"
"","Essar steel","384","0","6.4","6.4","0.1","307","0.0"
"SR","Andhra Pradesh","8724","0","197.4","59.2","-0.4","554","0.0"
"","Telangana","10121","0","228.0","112.4","-0.7","444","0.0"
"","Karnataka","12181","0","247.8","84.7","0.6","576","0.0"
"","Kerala","3925","0","81.2","57.2","0.7","197","0.0"
"","Tamil Nadu","15745","0","341.4","184.5","-0.8","417","0.0"
"","Pondy","390","0","8.2","8.4","-0.2","28","0.0"
"ER","Bihar","4338","0","76.4","71.5","-0.5","460","0.0"
"","DVC","3200","0","66.4","-53.3","-0.2","396","0.0"
"","Jharkhand","1000","0","22.1","17.3","-1.5","169","0.0"
"","Odisha","4129","0","86.0","38.0","0.9","267","0.0"
"","West Bengal","8136","0","156.5","48.1","0.6","309","0.0"
"","Sikkim","98","0","1.3","1.8","-0.4","18","0.0"
"NER","Arunachal Pradesh","129","1","2.3","2.4","0.0","51","0.0"
"","Assam","1451","7","24.6","20.1","0.9","92","0.5"
"","Manipur","185","2","2.4","2.6","-0.2","28","0.0"
"","Meghalaya","366","0","6.1","5.3","0.0","41","0.0"
"","Mizoram","94","0","1.7","1.4","0.1","5","0.0"
"","Nagaland","117","2","2.1","1.9","0.1","8","0.0"
"","Tripura","262","1","3.9","3.0","0.7","97","0.0"
