"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7598","0","168.7","68.3","-0.3","96"
"","Haryana","7845","0","155.2","91.6","-0.2","237"
"","Rajasthan","9081","0","192.8","64.2","1.2","297"
"","Delhi","4287","0","91.8","80.3","0.1","119"
"","UP","12317","4140","274.1","126.4","5.3","695"
"","Uttarakhand","1817","0","37.0","16.5","3.0","218"
"","HP","1272","0","24.8","14.1","0.6","102"
"","J&K","1815","454","36.8","24.2","0.7","200"
"","Chandigarh","233","0","4.5","4.6","-0.1","13"
"WR","Chhattisgarh","3726","96","87.7","35.5","1.2","219"
"","Gujarat","14191","40","319.7","68.7","-1.0","277"
"","MP","8767","0","194.6","115.1","-2.7","185"
"","Maharashtra","18317","28","410.8","118.7","-6.6","520"
"","Goa","417","30","8.9","8.4","0.1","32"
"","DD","298","0","6.6","6.7","-0.1","27"
"","DNH","649","0","13.2","13.4","-0.3","58"
"","Essar steel","251","0","3.9","3.9","0.1","110"
"SR","Andhra Pradesh","6002","0","128.0","21.0","1.5","392"
"","Telangana","6311","0","142.1","95.4","-2.0","360"
"","Karnataka","6435","1000","134.6","27.6","3.0","456"
"","Kerala","3301","0","59.1","41.1","0.7","371"
"","Tamil Nadu","11742","0","253.5","114.8","1.0","488"
"","Pondy","295","0","6.5","6.2","0.2","23"
"ER","Bihar","3271","150","69.6","69.4","-2.2","30"
"","DVC","2418","0","57.4","-11.2","-1.0","200"
"","Jharkhand","1111","0","24.0","12.0","0.2","50"
"","Odisha","3340","350","68.2","17.5","1.4","300"
"","West Bengal","7607","0","160.0","65.4","0.6","200"
"","Sikkim","88","0","1.3","0.7","0.6","35"
"NER","Arunachal Pradesh","120","1","1.8","1.6","0.2","27"
"","Assam","1270","212","25.6","17.0","3.4","269"
"","Manipur","145","3","2.2","2.1","0.1","30"
"","Meghalaya","282","12","5.0","1.6","-0.1","60"
"","Mizoram","79","2","1.2","1.1","0.0","17"
"","Nagaland","100","10","1.6","1.4","0.1","32"
"","Tripura","259","0","3.6","1.6","0.0","45"
