"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","7357","0","164.6","102.7","-0.3","93"
"","Haryana","6006","0","131.3","66.6","-1.5","274"
"","Rajasthan","6506","0","141.1","57.9","-9.5","0"
"","Delhi","4197","0","88.2","67.9","1.1","259"
"","UP","11129","1880","245.2","115.7","-2.8","152"
"","Uttarakhand","1489","155","32.1","12.5","0.8","133"
"","HP","1151","0","22.9","6.5","-1.5","225"
"","J&K","1587","100","28.2","17.3","-2.6","200"
"","Chandigarh","241","0","4.8","4.8","0.1","42"
"WR","Chhattisgarh","2701","22","64.2","8.5","0.1","212"
"","Gujarat","8836","43","184.6","50.8","-1.2","159"
"","MP","6647","0","134.7","56.7","-1.5","256"
"","Maharashtra","14513","340","323.9","96.8","8.8","673"
"","Goa","393","0","8.0","7.0","0.6","54"
"","DD","250","0","6.0","6.0","-0.1","42"
"","DNH","631","0","14.8","14.5","0.3","27"
"","Essar steel","233","0","4.5","4.4","0.1","51"
"SR","Andhra Pradesh","11887","0","267.0","91.8","2.0","443"
"","Karnataka","7743","300","156.6","23.2","0.4","174"
"","Kerala","3128","0","59.3","20.1","-0.2","182"
"","Tamil Nadu","12035","183","267.8","72.3","2.0","318"
"","Pondy","296","20","6.4","6.6","-0.3","20"
"ER","Bihar","1891","500","42.5","36.9","5.6","420"
"","DVC","2558","0","59.4","-21.0","3.3","300"
"","Jharkhand","963","0","19.7","13.9","-0.3","100"
"","Odisha","3435","0","67.4","10.6","-0.3","375"
"","West Bengal","6357","32","127.2","28.9","0.5","200"
"","Sikkim","92","0","1.2","1.1","0.1","33"
"NER","Arunachal Pradesh","91","9","1.2","1.4","-0.1","29"
"","Assam","956","378","19.6","13.3","0.3","153"
"","Manipur","113","7","1.4","2.0","-0.7","12"
"","Meghalaya","273","2","4.6","0.7","0.0","7"
"","Mizoram","58","2","1.1","1.1","-0.3","5"
"","Nagaland","69","28","1.3","1.2","-0.3","27"
"","Tripura","188","27","3.7","1.1","1.0","42"
