"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5694","0","121.4","49.7","-2.0","296","0.0"
"","Haryana","5337","0","113.9","63.9","0.3","149","0.0"
"","Rajasthan","10292","0","217.5","58.5","-0.2","288","0.0"
"","Delhi","3238","0","69.1","68.6","-1.6","99","0.0"
"","UP","15758","0","292.2","116.8","0.0","412","0.0"
"","Uttarakhand","1626","0","34.1","9.0","-0.1","153","0.0"
"","HP","1250","0","23.1","9.7","-0.8","94","0.0"
"","J&K","2445","611","41.6","31.4","3.8","441","10.5"
"","Chandigarh","155","0","3.0","3.5","-0.4","1","0.0"
"WR","Chhattisgarh","4257","0","97.8","36.7","-2.5","261","0.0"
"","Gujarat","15416","0","350.5","95.7","0.2","586","0.0"
"","MP","9704","0","202.5","65.5","-0.4","509","0.0"
"","Maharashtra","20683","0","462.0","136.3","0.2","827","0.0"
"","Goa","571","0","12.4","9.4","2.5","56","0.0"
"","DD","291","0","6.7","6.3","0.4","47","0.0"
"","DNH","757","0","17.7","17.7","0.0","62","0.0"
"","Essar steel","591","0","11.7","12.7","-1.0","275","0.0"
"SR","Andhra Pradesh","8695","0","196.7","67.8","-0.1","416","0.0"
"","Telangana","9618","0","219.1","101.1","0.1","498","0.0"
"","Karnataka","11502","0","232.7","81.7","0.9","486","0.0"
"","Kerala","4008","0","79.3","60.4","1.4","204","0.0"
"","Tamil Nadu","14529","0","327.0","173.8","0.1","481","0.0"
"","Pondy","367","0","7.8","8.0","-0.2","33","0.0"
"ER","Bihar","4419","0","85.1","81.0","0.5","460","0.0"
"","DVC","3162","0","68.2","-48.2","-0.2","396","0.0"
"","Jharkhand","1000","0","24.0","19.3","-0.7","169","0.0"
"","Odisha","4156","0","83.1","37.6","2.0","267","0.0"
"","West Bengal","7585","0","158.4","46.0","-3.5","309","0.0"
"","Sikkim","73","0","0.8","1.9","-1.1","18","0.0"
"NER","Arunachal Pradesh","118","3","1.8","2.4","-0.5","12","0.0"
"","Assam","948","48","15.2","13.7","-1.7","89","8.0"
"","Manipur","179","12","2.0","2.4","-0.4","25","0.0"
"","Meghalaya","325","8","5.4","4.4","0.2","82","0.4"
"","Mizoram","83","6","1.4","1.4","-0.1","15","0.0"
"","Nagaland","133","4","1.8","1.9","-0.2","59","0.0"
"","Tripura","226","16","3.8","2.7","-0.8","41","1.1"
