"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5872","0","126.0","34.2","-0.6","81","0.9"
"","Haryana","6231","144","121.1","42.7","1.3","227","0.1"
"","Rajasthan","8798","0","177.1","51.1","2.8","396","1.3"
"","Delhi","3659","0","74.5","59.5","-0.7","112","0.3"
"","UP","14664","555","300.6","103.7","4.0","900","0.4"
"","Uttarakhand","1805","0","35.9","26.9","1.6","246","0.2"
"","HP","1403","0","26.5","19.6","1.0","169","0.1"
"","J&K","2215","554","42.0","37.3","-2.0","336","9.9"
"","Chandigarh","176","0","3.3","3.0","0.3","44","0.0"
"WR","Chhattisgarh","3856","0","89.6","16.4","-0.7","76","0.0"
"","Gujarat","15512","0","342.8","180.3","3.3","595","0.0"
"","MP","8693","0","177.7","87.0","-2.9","193","0.0"
"","Maharashtra","22801","0","483.1","153.1","3.9","410","0.0"
"","Goa","519","0","10.5","10.5","-0.7","12","0.0"
"","DD","325","0","7.4","6.6","0.9","98","0.0"
"","DNH","766","0","18.0","16.8","1.2","79","0.0"
"","Essar steel","513","0","10.7","10.0","0.7","189","0.0"
"SR","Andhra Pradesh","8907","0","185.8","56.3","0.2","368","0.0"
"","Telangana","9933","0","222.5","107.6","-0.2","245","0.0"
"","Karnataka","10620","0","238.8","80.2","-1.8","359","0.0"
"","Kerala","3790","0","79.3","49.2","1.5","357","0.0"
"","Tamil Nadu","15193","0","346.4","169.9","0.5","381","0.0"
"","Pondy","360","0","7.7","8.1","-0.4","32","0.0"
"ER","Bihar","4492","0","82.9","72.7","0.6","220","0.0"
"","DVC","3038","0","69.7","-60.1","-0.4","220","0.0"
"","Jharkhand","1193","0","24.2","13.6","2.0","200","0.0"
"","Odisha","4602","0","90.5","36.7","0.5","225","0.0"
"","West Bengal","8521","0","162.4","41.6","2.2","225","0.0"
"","Sikkim","100","0","1.4","1.3","0.1","15","0.0"
"NER","Arunachal Pradesh","112","3","1.6","1.6","0.0","65","0.0"
"","Assam","1201","249","19.8","17.0","0.9","95","2.3"
"","Manipur","166","6","2.4","2.4","0.1","24","0.0"
"","Meghalaya","210","31","4.7","3.4","0.1","45","0.0"
"","Mizoram","81","4","1.6","0.9","0.6","10","0.0"
"","Nagaland","122","2","2.0","1.6","0.4","30","0.0"
"","Tripura","252","6","4.1","3.0","0.8","50","0.0"
