"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5116","0","100.6","17.9","-0.6","128","0.0"
"","Haryana","6212","120","111.6","61.9","1.0","305","0.2"
"","Rajasthan","10414","828","211.3","70.8","6.1","494","4.7"
"","Delhi","4043","0","68.6","50.4","0.0","228","0.0"
"","UP","13601","0","267.6","94.8","0.8","947","0.5"
"","Uttarakhand","2011","0","35.7","25.7","-0.3","190","0.0"
"","HP","1478","0","27.6","22.9","0.4","130","0.1"
"","J&K","2110","528","43.8","41.3","-1.3","95","10.3"
"","Chandigarh","229","0","3.7","3.5","0.1","55","0.0"
"WR","Chhattisgarh","3266","0","73.0","4.9","-0.4","137","0.0"
"","Gujarat","13921","0","298.0","123.8","1.9","425","0.0"
"","MP","11465","0","216.4","124.9","-0.9","369","0.0"
"","Maharashtra","20327","0","416.1","137.6","-0.2","549","0.0"
"","Goa","460","0","9.3","8.6","0.1","66","0.0"
"","DD","335","0","7.4","6.8","0.6","83","0.0"
"","DNH","759","0","16.9","16.7","0.1","63","0.0"
"","Essar steel","480","0","10.3","10.0","0.3","187","0.0"
"SR","Andhra Pradesh","8553","0","167.7","47.7","1.5","562","0.3"
"","Telangana","9319","0","179.9","83.9","0.4","507","0.2"
"","Karnataka","9978","0","210.2","92.9","-0.9","582","0.3"
"","Kerala","3450","0","66.8","54.4","0.9","244","0.1"
"","Tamil Nadu","14086","0","293.0","160.8","0.7","535","0.5"
"","Pondy","336","0","6.7","7.0","-0.4","35","0.0"
"ER","Bihar","3947","0","69.5","65.5","-3.6","50","0.0"
"","DVC","3136","0","70.9","-40.3","-1.4","100","0.0"
"","Jharkhand","1126","0","22.3","14.4","-0.4","60","0.0"
"","Odisha","3949","0","74.9","19.6","2.0","360","0.0"
"","West Bengal","6421","0","111.9","19.2","1.8","210","0.0"
"","Sikkim","157","0","1.6","1.7","-0.1","4","0.0"
"NER","Arunachal Pradesh","109","2","1.9","1.8","0.2","56","0.0"
"","Assam","1437","7","23.1","19.2","1.3","122","0.2"
"","Manipur","183","2","2.7","2.8","-0.2","14","0.0"
"","Meghalaya","332","0","5.4","3.8","-0.1","71","0.0"
"","Mizoram","91","2","1.7","1.0","0.0","5","0.0"
"","Nagaland","110","5","2.0","1.8","0.1","63","0.0"
"","Tripura","237","0","3.5","3.5","0.5","35","0.0"
