"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5419","0","111.2","34.4","0.0","142","0.0"
"","Haryana","6408","19","119.9","67.6","1.9","231","0.0"
"","Rajasthan","11012","165","210.3","68.7","5.2","442","2.0"
"","Delhi","3532","0","60.7","48.3","-1.0","153","0.0"
"","UP","14195","290","281.8","97.5","2.3","912","0.0"
"","Uttarakhand","2007","0","36.3","27.6","0.4","146","0.0"
"","HP","1530","0","27.0","22.9","0.2","112","0.2"
"","J&K","2100","521","44.6","40.9","-0.5","133","9.2"
"","Chandigarh","199","0","3.2","3.2","0.0","17","0.0"
"WR","Chhattisgarh","3333","0","71.9","12.9","-1.3","80","0.0"
"","Gujarat","14152","0","304.3","121.3","3.7","312","0.0"
"","MP","9578","0","182.1","95.9","-8.8","244","0.0"
"","Maharashtra","20347","0","422.4","121.8","2.6","377","0.0"
"","Goa","449","0","9.9","8.9","0.6","38","0.0"
"","DD","327","0","6.8","6.3","0.5","83","0.0"
"","DNH","742","0","17.4","16.5","0.9","66","0.0"
"","Essar steel","558","0","11.4","10.9","0.5","237","0.0"
"SR","Andhra Pradesh","8667","0","173.4","58.9","-0.3","520","0.0"
"","Telangana","9531","0","195.6","91.4","-0.4","458","0.0"
"","Karnataka","9613","0","214.2","99.7","-1.3","421","0.0"
"","Kerala","3550","0","71.5","58.5","1.2","237","0.0"
"","Tamil Nadu","14000","0","305.4","172.9","1.4","576","0.0"
"","Pondy","334","0","6.9","7.4","-0.5","31","0.0"
"ER","Bihar","4047","0","67.2","60.8","-0.1","210","0.0"
"","DVC","3152","0","71.4","-47.4","0.2","225","0.0"
"","Jharkhand","1141","0","22.0","15.9","-0.1","48","0.0"
"","Odisha","4001","0","69.9","28.3","3.2","225","0.0"
"","West Bengal","6625","0","121.4","19.6","1.7","220","0.0"
"","Sikkim","98","0","1.6","1.5","0.0","10","0.0"
"NER","Arunachal Pradesh","112","3","1.9","1.8","0.1","79","0.1"
"","Assam","1402","32","23.2","19.0","0.8","100","0.5"
"","Manipur","188","2","2.5","2.6","-0.1","12","0.0"
"","Meghalaya","301","0","5.2","3.1","-0.2","52","0.0"
"","Mizoram","90","1","1.7","0.8","0.0","28","0.0"
"","Nagaland","122","1","2.1","1.9","0.1","66","0.0"
"","Tripura","233","0","3.4","2.1","-0.2","45","0.0"
