"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5121","0","100.3","37.9","-1.4","50","0.0"
"","Haryana","5896","68","117.4","92.2","1.4","344","1.5"
"","Rajasthan","11679","69","228.8","74.4","1.4","382","0.0"
"","Delhi","3713","0","64.1","55.3","0.0","271","0.0"
"","UP","14556","0","259.6","109.4","0.3","371","0.0"
"","Uttarakhand","1921","0","36.2","23.3","0.6","171","0.2"
"","HP","1583","15","29.8","20.5","0.9","124","0.2"
"","J&K","2348","587","47.3","42.5","-0.7","259","10.2"
"","Chandigarh","208","0","3.3","3.6","-0.3","15","0.0"
"WR","Chhattisgarh","3989","0","89.8","37.8","0.3","270","1.0"
"","Gujarat","15027","0","319.2","84.3","2.3","703","0.0"
"","MP","12388","0","223.9","103.2","-2.0","725","0.0"
"","Maharashtra","20774","0","433.9","129.0","-1.9","484","0.0"
"","Goa","532","0","10.9","9.5","0.8","68","0.0"
"","DD","309","0","6.9","6.6","0.3","71","0.0"
"","DNH","783","0","18.4","18.2","0.2","118","0.0"
"","Essar steel","679","0","14.3","14.6","-0.3","293","0.0"
"SR","Andhra Pradesh","8877","0","194.2","88.3","0.5","494","0.0"
"","Telangana","10054","0","218.5","90.4","0.6","454","0.0"
"","Karnataka","11736","0","234.5","76.2","0.4","587","0.0"
"","Kerala","3825","0","77.1","58.2","1.0","223","0.0"
"","Tamil Nadu","14928","0","327.6","177.0","-0.3","467","0.0"
"","Pondy","388","0","7.7","8.0","-0.3","31","0.0"
"ER","Bihar","4112","0","73.0","68.5","-1.0","460","0.0"
"","DVC","2974","0","61.3","-39.5","0.2","396","0.0"
"","Jharkhand","1000","0","21.1","16.1","-1.2","169","0.0"
"","Odisha","4035","0","75.0","24.6","0.8","267","0.0"
"","West Bengal","6172","0","112.5","16.9","-0.5","309","0.0"
"","Sikkim","95","0","1.3","1.7","-0.4","18","0.0"
"NER","Arunachal Pradesh","142","0","2.2","2.5","-0.4","4","0.0"
"","Assam","1383","33","22.8","18.5","0.1","108","0.6"
"","Manipur","179","3","2.1","2.4","-0.3","34","0.0"
"","Meghalaya","382","0","6.6","5.5","0.0","47","0.0"
"","Mizoram","102","0","1.7","1.5","0.1","33","0.0"
"","Nagaland","119","2","2.1","1.9","0.2","22","0.2"
"","Tripura","221","8","2.9","1.4","-0.8","42","0.0"
