"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8610","0","185.7","117.9","-0.4","143"
"","Haryana","7151","0","162.6","72.6","1.4","225"
"","Rajasthan","7732","905","172.1","48.5","3.1","352"
"","Delhi","4644","0","98.0","74.2","-0.9","173"
"","UP","11091","3775","233.9","112.1","1.1","787"
"","Uttarakhand","1468","150","32.5","11.4","0.7","148"
"","HP","1219","0","24.7","1.6","0.7","166"
"","J&K","1391","100","28.5","17.1","-2.2","272"
"","Chandigarh","254","0","5.1","5.7","-0.6","9"
"WR","Chhattisgarh","3017","32","67.8","20.7","-1.2","169"
"","Gujarat","12036","71","269.6","78.7","-3.5","845"
"","MP","6604","46","133.3","46.9","-1.4","420"
"","Maharashtra","16165","743","353.5","113.6","4.2","515"
"","Goa","414","3","8.3","7.3","0.6","117"
"","DD","248","2","5.7","5.9","-0.2","14"
"","DNH","643","4","15.3","15.4","-0.1","70"
"","Essar steel","293","2","6.6","6.8","-0.2","51"
"SR","Andhra Pradesh","11664","275","262.9","81.2","2.5","609"
"","Karnataka","7338","450","151.0","18.6","-1.2","181"
"","Kerala","3058","150","56.4","27.3","0.7","176"
"","Tamil Nadu","11224","206","248.6","63.2","0.1","212"
"","Pondy","292","0","5.8","7.0","-1.2","2"
"ER","Bihar","1907","300","42.9","41.1","-0.5","30"
"","DVC","2663","0","58.8","-25.8","-1.0","90"
"","Jharkhand","927","0","20.2","14.7","-2.0","0"
"","Odisha","3648","200","71.1","10.6","-0.9","50"
"","West Bengal","6908","13","131.0","41.3","-1.4","240"
"","Sikkim","83","0","1.1","1.2","-0.2","12"
"NER","Arunachal Pradesh","92","3","1.3","2.2","-1.0","4"
"","Assam","1135","198","21.4","15.3","0.5","231"
"","Manipur","95","10","1.4","2.3","-0.9","19"
"","Meghalaya","245","20","4.7","0.6","-0.5","66"
"","Mizoram","53","4","1.1","1.3","-0.2","0"
"","Nagaland","89","6","1.4","1.7","-0.6","18"
"","Tripura","182","40","3.2","1.3","0.1","51"
