"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","8037","0","178.7","76.5","-0.7","101","0.0"
"","Haryana","7662","0","161.2","84.5","2.2","259","0.4"
"","Rajasthan","10395","0","232.5","65.9","1.1","393","0.8"
"","Delhi","5735","0","116.6","87.7","-0.9","183","0.0"
"","UP","19082","0","413.2","177.6","2.4","965","0.0"
"","Uttarakhand","1996","75","41.6","19.9","1.6","223","3.2"
"","HP","1289","0","25.8","9.6","0.2","233","0.0"
"","J&K","2042","510","37.8","23.6","-0.7","386","8.9"
"","Chandigarh","319","0","6.0","5.6","0.3","76","0.0"
"WR","Chhattisgarh","3671","0","86.0","17.1","-0.4","99","0.0"
"","Gujarat","16285","0","359.8","140.1","6.3","493","0.0"
"","MP","8942","0","201.3","119.9","1.3","231","0.0"
"","Maharashtra","23609","0","516.6","153.5","-4.3","309","0.0"
"","Goa","498","0","11.2","10.6","0.0","58","0.0"
"","DD","339","0","7.6","6.5","1.0","90","0.0"
"","DNH","774","0","18.0","17.1","0.9","107","0.0"
"","Essar steel","371","0","7.3","7.2","0.1","152","0.0"
"SR","Andhra Pradesh","8548","0","180.0","66.9","-0.3","547","0.0"
"","Telangana","7544","0","158.7","50.9","-1.1","308","0.0"
"","Karnataka","8879","0","168.4","49.0","-3.1","388","0.0"
"","Kerala","3634","0","72.2","48.9","1.3","345","0.0"
"","Tamil Nadu","14536","0","318.9","169.3","-3.0","568","0.0"
"","Pondy","387","0","8.1","8.4","-0.4","33","0.0"
"ER","Bihar","4853","0","93.4","91.5","-0.9","200","0.0"
"","DVC","2969","0","69.0","-43.8","0.0","250","0.0"
"","Jharkhand","1267","0","25.7","19.9","1.4","200","0.0"
"","Odisha","4551","0","97.1","43.9","-1.1","250","0.0"
"","West Bengal","8081","0","166.1","53.2","3.1","350","0.0"
"","Sikkim","92","0","1.3","1.3","0.0","15","0.0"
"NER","Arunachal Pradesh","103","2","2.1","1.9","0.2","44","0.0"
"","Assam","1527","116","28.8","23.4","0.8","206","1.1"
"","Manipur","161","8","2.3","2.3","0.0","30","0.0"
"","Meghalaya","286","0","4.7","2.7","-0.4","35","0.0"
"","Mizoram","90","3","1.6","0.5","0.6","6","0.0"
"","Nagaland","116","7","2.0","1.9","0.0","41","0.0"
"","Tripura","242","0","3.9","2.9","0.4","38","0.0"
