"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5552","0","102.8","28.0","-0.7","75","0.0"
"","Haryana","5884","0","115.2","65.3","-0.6","169","0.4"
"","Rajasthan","11958","0","225.2","63.8","-2.1","550","0.0"
"","Delhi","3907","0","67.9","53.0","-0.9","188","0.0"
"","UP","12633","0","259.4","103.3","-0.3","399","0.3"
"","Uttarakhand","2094","0","35.0","22.7","-1.0","160","0.0"
"","HP","1616","0","29.0","23.6","0.0","147","0.0"
"","J&K","2234","599","43.1","41.5","-3.7","141","9.9"
"","Chandigarh","228","0","3.7","3.9","-0.3","27","0.0"
"WR","Chhattisgarh","3732","0","80.8","33.6","-0.8","220","0.2"
"","Gujarat","16008","0","333.9","80.2","7.3","720","0.0"
"","MP","13800","0","243.7","133.3","-2.4","401","0.0"
"","Maharashtra","20632","0","412.4","123.8","0.5","515","0.0"
"","Goa","498","0","12.0","10.6","0.8","35","0.0"
"","DD","297","0","6.8","6.6","0.1","38","0.0"
"","DNH","774","0","17.9","17.8","0.0","48","0.0"
"","Essar steel","595","0","13.0","12.6","0.4","274","0.0"
"SR","Andhra Pradesh","8121","0","165.2","65.5","0.2","564","0.0"
"","Telangana","8808","0","181.9","71.0","0.4","526","0.0"
"","Karnataka","11390","0","211.9","76.7","0.0","517","0.0"
"","Kerala","3376","0","62.7","46.1","0.7","155","0.3"
"","Tamil Nadu","13444","0","278.2","146.4","0.6","564","0.0"
"","Pondy","355","0","6.9","7.1","-0.3","64","0.0"
"ER","Bihar","4202","0","75.3","69.0","0.9","460","0.0"
"","DVC","3176","0","65.6","-45.4","-0.6","396","0.0"
"","Jharkhand","999","204","22.8","15.6","0.5","169","0.6"
"","Odisha","3919","0","67.6","21.4","-2.3","267","0.0"
"","West Bengal","6657","0","120.6","18.9","1.4","309","0.0"
"","Sikkim","93","0","1.3","1.6","-0.4","18","0.0"
"NER","Arunachal Pradesh","114","2","2.2","2.0","0.2","37","0.0"
"","Assam","1388","21","23.2","17.5","1.5","138","0.2"
"","Manipur","189","3","2.9","3.0","-0.1","44","0.0"
"","Meghalaya","336","0","6.2","5.3","-0.1","52","0.0"
"","Mizoram","97","1","1.8","1.7","0.0","3","0.0"
"","Nagaland","112","3","2.1","2.0","0.0","12","0.0"
"","Tripura","270","1","3.9","3.9","0.3","57","0.0"
