"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","6206","0","133.0","29.1","-2.0","194","0.0"
"","Haryana","6273","145","128.5","71.6","3.6","335","0.9"
"","Rajasthan","10209","248","204.1","55.4","4.0","533","1.5"
"","Delhi","3234","0","61.2","49.2","0.5","254","0.0"
"","UP","12123","2220","269.3","98.7","1.7","684","17.7"
"","Uttarakhand","1808","0","33.9","25.1","0.2","102","0.0"
"","HP","1451","7","26.5","20.3","1.8","140","0.1"
"","J&K","2017","504","42.3","39.3","-2.2","281","10.0"
"","Chandigarh","168","0","3.0","2.8","0.3","20","0.0"
"WR","Chhattisgarh","3649","0","81.2","20.4","-1.5","58","0.0"
"","Gujarat","14621","0","321.5","166.7","1.6","484","0.0"
"","MP","9050","0","186.7","93.3","-1.2","303","0.0"
"","Maharashtra","21437","0","458.4","139.8","0.9","352","0.0"
"","Goa","478","0","10.0","9.5","0.2","35","0.0"
"","DD","334","0","7.5","6.8","0.7","75","0.0"
"","DNH","756","0","17.6","16.9","0.7","65","0.0"
"","Essar steel","507","0","9.9","10.8","-0.8","201","0.0"
"SR","Andhra Pradesh","8617","0","179.6","47.9","-0.9","360","0.4"
"","Telangana","9942","0","216.2","110.7","0.0","388","0.3"
"","Karnataka","10717","0","234.8","81.5","-1.8","408","0.4"
"","Kerala","3737","0","77.1","49.2","1.4","250","0.2"
"","Tamil Nadu","14052","0","307.3","147.9","-0.9","415","0.7"
"","Pondy","320","0","6.7","7.2","-0.5","133","0.0"
"ER","Bihar","4162","0","71.5","67.1","-2.0","285","0.0"
"","DVC","3441","0","66.7","-51.3","-2.3","240","0.0"
"","Jharkhand","1024","0","21.8","17.1","2.1","145","0.4"
"","Odisha","4151","0","77.0","28.5","1.3","300","0.0"
"","West Bengal","7844","0","143.7","16.2","0.6","320","0.0"
"","Sikkim","94","0","1.7","1.3","0.3","21","0.0"
"NER","Arunachal Pradesh","120","1","2.0","1.6","0.4","59","0.0"
"","Assam","1289","32","22.0","18.7","0.8","146","0.3"
"","Manipur","168","5","2.4","2.4","0.0","22","0.0"
"","Meghalaya","296","19","5.1","3.1","0.1","57","0.0"
"","Mizoram","83","2","1.5","1.2","0.3","34","0.0"
"","Nagaland","124","1","2.1","1.7","0.2","40","0.0"
"","Tripura","227","2","3.7","2.9","0.1","26","0.0"
