"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4850","0","103.0","50.5","-0.2","104"
"","Haryana","4823","592","89.6","56.0","-3.7","165"
"","Rajasthan","6137","185","141.5","52.7","-0.6","110"
"","Delhi","3314","226","69.9","42.8","-0.5","254"
"","UP","9109","3501","201.2","80.3","0.4","660"
"","Uttarakhand","1592","0","31.8","17.7","2.9","329"
"","HP","1226","0","23.2","13.7","-0.7","121"
"","J&K","1460","100","32.2","22.1","-1.5","150"
"","Chandigarh","204","0","4.0","3.9","0.1","30"
"WR","Chhattisgarh","3182","80","74.7","15.7","7.0","328"
"","Gujarat","111412","115","264.3","46.7","-3.0","431"
"","MP","7074","50","136.7","69.1","0.8","473"
"","Maharashtra","17018","681","372.4","126.8","-1.3","492"
"","Goa","354","47","7.9","7.4","0.1","74"
"","DD","269","2","6.2","5.2","1.0","96"
"","DNH","599","4","14.0","13.4","0.6","57"
"SR","Andhra Pradesh","10959","2500","249.0","70.6","2.6","413"
"","Karnataka","8003","600","172.1","22.0","1.0","520"
"","Kerala","2836","500","59.3","33.0","1.8","231"
"","Tamil Nadu","10700","2029","233.7","74.1","4.2","288"
"","Pondy","305","0","6.6","7.3","-0.8","14"
"ER","Bihar","1533","300","30.5","30.8","-0.3","110"
"","DVC","2551","0","53.4","-25.4","-6.3","40"
"","Jharkhand","966","0","19.5","8.8","-1.4","0"
"","Odisha","3611","350","73.4","7.0","1.3","370"
"","West Bengal","6902","55","147.8","34.0","2.2","400"
"","Sikkim","78","0","1.2","1.2","0.0","6"
"NER","Arunachal Pradesh","86","4","1.1","0.9","0.3","18"
"","Assam","905","263","16.1","10.4","1.4","95"
"","Manipur","67","3","1.2","1.0","0.2","20"
"","Meghalaya","210","18","4.1","2.7","0.3","40"
"","Mizoram","64","1","1.0","0.8","0.2","9"
"","Nagaland","65","3","0.9","0.7","0.2","19"
"","Tripura","188","42","3.1","0.5","0.5","48"
