"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","9300","0","208.9","113.6","-0.3","106","0.0"
"","Haryana","8127","0","168.7","127.1","-0.9","181","0.0"
"","Rajasthan","8769","0","201.0","36.1","-0.1","388","0.0"
"","Delhi","5064","0","107.4","84.2","-0.4","214","0.0"
"","UP","15901","30","338.9","151.2","-0.5","350","0.0"
"","Uttarakhand","1794","0","39.1","17.6","-0.1","83","0.5"
"","HP","1378","0","28.6","-1.0","2.8","214","0.0"
"","J&K","2034","509","38.9","19.0","-3.8","108","9.5"
"","Chandigarh","244","0","5.1","5.4","-0.3","25","0.0"
"WR","Chhattisgarh","4125","0","92.7","22.8","-2.3","248","0.0"
"","Gujarat","15944","0","355.9","98.0","6.0","660","0.0"
"","MP","8206","0","180.7","71.2","0.9","887","0.0"
"","Maharashtra","22234","0","487.6","167.0","0.8","563","0.0"
"","Goa","472","0","12.8","9.4","0.3","45","0.0"
"","DD","354","0","7.8","7.0","0.8","94","0.0"
"","DNH","815","0","19.0","18.0","1.0","76","0.0"
"","Essar steel","496","0","10.4","10.5","-0.1","246","0.0"
"SR","Andhra Pradesh","8521","0","184.2","64.9","0.8","462","0.0"
"","Telangana","10378","0","219.8","112.2","-0.6","472","0.0"
"","Karnataka","9483","0","204.3","51.1","-2.0","495","0.0"
"","Kerala","3469","0","69.7","41.6","0.6","200","0.0"
"","Tamil Nadu","14564","0","319.4","154.2","2.3","498","0.0"
"","Pondy","356","0","8.0","7.5","0.4","54","0.0"
"ER","Bihar","5001","0","96.9","92.0","2.5","332","0.0"
"","DVC","2807","0","56.6","-33.4","8.0","623","0.0"
"","Jharkhand","999","0","25.4","17.5","0.5","50","0.0"
"","Odisha","4571","0","92.9","29.5","-1.4","274","0.0"
"","West Bengal","8304","0","166.7","59.7","3.6","477","0.0"
"","Sikkim","86","0","1.2","1.3","-0.1","10","0.0"
"NER","Arunachal Pradesh","121","2","2.2","3.1","-1.0","8","0.0"
"","Assam","1645","52","27.2","20.7","1.1","234","1.6"
"","Manipur","169","4","2.2","2.2","0.0","59","0.0"
"","Meghalaya","298","0","5.9","-0.8","0.5","18","0.0"
"","Mizoram","78","2","1.4","1.0","0.1","10","0.0"
"","Nagaland","110","8","2.1","1.8","-0.1","0","0.0"
"","Tripura","266","4","4.4","3.7","-0.3","57","0.1"
