"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","9795","0","195.0","107.9","-2.7","311"
"","Haryana","7547","0","152.6","113.5","-5.0","154"
"","Rajasthan","8220","0","184.2","71.6","0.4","316"
"","Delhi","5419","3","106.6","84.5","-0.1","234"
"","UP","12585","2925","290.1","137.9","4.4","561"
"","Uttarakhand","1803","40","39.8","18.5","0.6","165"
"","HP","1202","0","25.2","3.5","1.0","139"
"","J&K","1884","471","36.3","21.1","0.1","203"
"","Chandigarh","305","0","6.0","6.2","0.3","11"
"WR","Chhattisgarh","2893","96","62.9","12.6","0.3","121"
"","Gujarat","11620","0","251.5","54.9","-2.2","590"
"","MP","5804","0","121.9","81.2","-0.8","292"
"","Maharashtra","15444","33","334.5","75.6","8.9","739"
"","Goa","450","0","9.8","9.3","0.3","82"
"","DD","281","0","6.3","6.4","-0.1","119"
"","DNH","681","0","15.5","16.0","-0.5","49"
"","Essar steel","451","0","8.7","7.4","1.3","151"
"SR","Andhra Pradesh","5996","0","129.4","28.0","1.5","445"
"","Telangana","5308","0","110.2","85.9","1.2","690"
"","Karnataka","7022","400","141.2","24.7","1.2","395"
"","Kerala","3088","200","57.9","34.4","1.7","200"
"","Tamil Nadu","12354","568","278.9","107.1","2.5","552"
"","Pondy","333","0","7.2","7.0","0.2","92"
"ER","Bihar","2840","100","56.4","58.4","-2.0","210"
"","DVC","2669","0","60.4","-19.4","-0.3","195"
"","Jharkhand","1079","0","20.1","12.4","-3.0","172"
"","Odisha","3481","80","72.6","15.1","1.0","325"
"","West Bengal","6826","0","130.6","41.1","-0.9","85"
"","Sikkim","84","0","1.2","1.1","0.1","41"
"NER","Arunachal Pradesh","108","2","1.8","1.7","0.1","45"
"","Assam","1210","145","22.5","17.2","0.3","148"
"","Manipur","130","1","2.0","2.2","-0.2","30"
"","Meghalaya","274","1","4.4","1.0","-0.6","10"
"","Mizoram","71","1","1.2","1.1","0.1","21"
"","Nagaland","109","1","1.6","1.5","0.0","23"
"","Tripura","224","2","3.2","0.9","0.3","60"
