"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","6435","0","143.6","88.9","-0.8","155"
"","Haryana","6645","0","136.2","111.0","-1.4","158"
"","Rajasthan","8962","0","199.8","69.4","1.0","425"
"","Delhi","4995","0","95.9","78.4","-1.1","194"
"","UP","12682","3215","291.9","135.8","0.8","357"
"","Uttarakhand","1741","40","39.2","19.6","0.2","91"
"","HP","1178","6","24.3","6.4","-0.4","104"
"","J&K","1880","470","36.0","20.5","0.6","348"
"","Chandigarh","239","0","4.7","5.1","0.3","8"
"WR","Chhattisgarh","3126","96","69.6","20.4","0.3","224"
"","Gujarat","13552","9","291.3","46.8","2.5","376"
"","MP","7125","0","156.4","91.7","-0.8","286"
"","Maharashtra","18805","50","384.1","108.0","1.9","469"
"","Goa","352","0","7.4","7.4","-0.6","33"
"","DD","279","0","5.9","6.3","-0.4","77"
"","DNH","677","0","14.4","14.9","0.3","66"
"","Essar steel","341","0","7.4","7.1","0.3","-15"
"SR","Andhra Pradesh","5665","0","117.4","23.8","-7.7","516"
"","Telangana","5258","0","116.2","77.3","0.4","224"
"","Karnataka","6874","300","143.9","26.4","1.8","454"
"","Kerala","3079","50","59.1","37.6","1.7","435"
"","Tamil Nadu","11547","0","264.0","102.6","-2.4","340"
"","Pondy","295","0","6.5","6.6","-0.1","33"
"ER","Bihar","2854","200","62.4","55.5","2.4","270"
"","DVC","2630","0","61.4","-34.4","-0.3","130"
"","Jharkhand","1046","0","22.1","11.2","-1.7","80"
"","Odisha","3619","0","72.2","18.7","0.5","180"
"","West Bengal","7016","0","139.3","45.4","1.1","240"
"","Sikkim","72","0","0.9","1.4","-0.5","15"
"NER","Arunachal Pradesh","82","24","1.5","2.6","-1.1","-29"
"","Assam","1208","123","20.4","16.6","-1.2","208"
"","Manipur","136","4","2.5","2.5","-0.1","23"
"","Meghalaya","260","12","5.5","1.9","0.6","32"
"","Mizoram","72","6","1.2","1.4","-0.2","11"
"","Nagaland","115","8","2.0","2.0","0.0","28"
"","Tripura","237","1","4.1","1.6","0.5","51"
