"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5209","0","96.0","22.8","0.8","159","0.0"
"","Haryana","6031","0","111.9","67.2","1.3","175","0.0"
"","Rajasthan","10741","0","198.7","65.5","1.2","366","0.0"
"","Delhi","3541","0","61.5","44.4","-0.6","225","0.0"
"","UP","11813","0","265.1","81.9","0.8","593","3.1"
"","Uttarakhand","1838","0","33.8","17.1","0.6","147","0.0"
"","HP","1480","0","26.5","20.4","0.3","100","0.0"
"","J&K","2004","501","42.0","38.6","-1.2","69","9.9"
"","Chandigarh","184","0","3.2","3.2","-0.1","14","0.0"
"WR","Chhattisgarh","3327","0","68.9","10.5","-0.8","238","0.3"
"","Gujarat","14004","0","307.9","94.2","1.5","556","0.0"
"","MP","11529","0","230.0","160.1","0.1","439","0.0"
"","Maharashtra","20352","0","421.3","151.8","0.1","306","0.0"
"","Goa","444","0","9.7","9.2","-0.1","41","0.0"
"","DD","324","0","7.2","6.2","1.0","96","0.0"
"","DNH","747","0","17.4","16.3","1.0","76","0.0"
"","Essar steel","467","0","9.9","10.0","-0.1","190","0.0"
"SR","Andhra Pradesh","7831","0","168.1","70.2","1.0","409","0.0"
"","Telangana","6963","0","149.2","63.8","-1.7","289","0.0"
"","Karnataka","9688","0","215.1","90.0","6.5","581","0.0"
"","Kerala","3593","0","69.1","53.7","1.2","220","0.0"
"","Tamil Nadu","14561","0","305.8","172.5","6.1","768","0.0"
"","Pondy","340","0","7.1","7.6","-0.5","18","0.0"
"ER","Bihar","3332","0","59.3","52.5","0.8","356","0.0"
"","DVC","2851","0","65.6","-30.6","-0.8","305","0.0"
"","Jharkhand","1076","0","22.8","14.5","-1.2","118","0.0"
"","Odisha","3540","0","63.4","32.6","1.7","345","0.0"
"","West Bengal","6350","0","102.5","19.0","1.8","398","0.0"
"","Sikkim","106","0","1.6","1.6","0.1","20","0.0"
"NER","Arunachal Pradesh","121","5","2.2","1.8","0.4","43","0.1"
"","Assam","1451","18","23.7","18.3","1.7","268","0.3"
"","Manipur","162","6","2.2","2.5","-0.3","35","0.1"
"","Meghalaya","311","0","5.4","2.9","-0.2","40","0.0"
"","Mizoram","83","3","1.4","0.8","0.5","45","0.1"
"","Nagaland","95","8","2.0","1.5","0.0","28","0.0"
"","Tripura","212","2","3.3","1.5","-0.1","57","0.0"
