"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","4585","0","93.0","46.3","-1.8","72","0.0"
"","Haryana","5095","0","101.8","91.0","0.5","291","0.0"
"","Rajasthan","10850","0","203.7","56.8","-1.7","410","0.0"
"","Delhi","3217","0","58.5","45.4","-1.1","122","0.0"
"","UP","14009","0","257.1","114.2","0.4","994","0.9"
"","Uttarakhand","1611","0","30.9","16.2","-0.1","84","0.0"
"","HP","1393","5","25.3","18.2","-0.9","85","0.0"
"","J&K","2237","559","42.0","36.2","-1.7","201","9.9"
"","Chandigarh","173","0","3.0","3.0","0.0","31","0.0"
"WR","Chhattisgarh","3303","0","70.8","25.5","-1.1","584","0.0"
"","Gujarat","14065","0","299.7","93.8","-1.4","407","0.0"
"","MP","11554","0","227.0","147.8","-2.4","419","0.0"
"","Maharashtra","18447","0","406.7","130.9","-3.4","506","0.0"
"","Goa","541","0","12.0","11.2","0.2","58","0.0"
"","DD","286","0","7.6","6.1","1.5","52","0.0"
"","DNH","753","0","17.7","17.8","-0.1","47","0.0"
"","Essar steel","293","0","5.6","5.7","-0.1","295","0.0"
"SR","Andhra Pradesh","8004","0","168.3","74.9","0.9","552","0.0"
"","Telangana","8599","0","189.2","77.6","0.6","372","0.0"
"","Karnataka","8427","0","164.1","35.4","-0.6","662","0.0"
"","Kerala","3285","0","65.4","52.5","1.1","202","0.0"
"","Tamil Nadu","11920","0","260.2","149.2","0.3","542","0.0"
"","Pondy","328","0","6.7","7.1","-0.5","37","0.0"
"ER","Bihar","4121","0","69.4","67.2","-2.1","450","0.0"
"","DVC","3000","0","61.3","-31.3","0.3","700","0.0"
"","Jharkhand","1132","0","23.9","17.4","-1.4","31","0.0"
"","Odisha","3473","0","64.2","9.6","0.2","200","0.0"
"","West Bengal","5766","0","106.1","32.6","2.1","450","0.0"
"","Sikkim","87","0","1.1","1.3","-0.2","25","0.0"
"NER","Arunachal Pradesh","110","2","2.0","1.6","0.3","15","0.0"
"","Assam","1318","45","22.4","16.9","0.2","99","0.6"
"","Manipur","166","3","2.5","2.4","0.1","28","0.0"
"","Meghalaya","325","0","5.7","2.9","0.2","38","0.0"
"","Mizoram","91","1","1.7","0.5","0.8","12","0.0"
"","Nagaland","118","2","2.1","1.9","-0.1","21","0.0"
"","Tripura","214","4","3.5","2.5","-0.6","46","0.0"
