"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5079","0","99.5","43.4","0.3","168"
"","Haryana","6514","0","119.2","66.6","-1.7","307"
"","Rajasthan","9836","101","208.2","70.1","2.0","316"
"","Delhi","3983","0","64.2","51.0","1.1","381"
"","UP","13211","0","288.8","88.5","0.8","317"
"","Uttarakhand","1903","0","33.2","20.2","1.3","231"
"","HP","1463","0","25.8","20.9","1.2","204"
"","J&K","2228","557","48.4","39.1","5.6","409"
"","Chandigarh","224","0","3.8","3.7","0.0","21"
"WR","Chhattisgarh","3181","0","71.1","10.0","0.6","462"
"","Gujarat","10289","0","213.8","57.0","-0.3","687"
"","MP","9733","0","207.5","115.3","-2.1","196"
"","Maharashtra","19600","0","397.4","128.4","-1.4","410"
"","Goa","505","0","8.6","8.3","-0.3","48"
"","DD","259","0","5.7","5.5","0.2","29"
"","DNH","686","0","15.4","15.7","-0.3","41"
"","Essar steel","518","0","9.0","8.4","0.6","239"
"SR","Andhra Pradesh","6912","0","141.3","7.1","3.9","547"
"","Telangana","7611","0","145.1","65.9","-0.4","280"
"","Karnataka","9071","0","189.9","63.5","4.4","424"
"","Kerala","3292","0","63.2","55.2","2.3","204"
"","Tamil Nadu","11964","0","244.5","127.4","-0.6","565"
"","Pondy","261","0","5.2","5.9","-0.7","22"
"ER","Bihar","3559","0","62.7","60.6","0.2","150"
"","DVC","2746","0","61.7","-37.1","-0.9","150"
"","Jharkhand","1177","0","23.2","19.0","1.3","100"
"","Odisha","3611","0","69.5","16.1","1.2","150"
"","West Bengal","6344","0","104.3","26.2","0.8","200"
"","Sikkim","88","0","1.5","1.5","0.1","15"
"NER","Arunachal Pradesh","112","4","2.1","1.9","0.2","5"
"","Assam","1298","5","21.6","15.9","1.6","158"
"","Manipur","145","1","2.3","2.4","0.0","16"
"","Meghalaya","296","0","4.8","4.7","-0.2","22"
"","Mizoram","91","1","1.5","1.2","0.2","30"
"","Nagaland","98","2","2.2","1.8","0.3","2"
"","Tripura","209","0","3.2","2.0","-0.3","8"
