"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8548","0","194.9","123.1","0.6","195"
"","Haryana","6964","474","147.9","74.7","3.4","379"
"","Rajasthan","6781","0","151.4","54.6","-3.1","278"
"","Delhi","4930","0","101.8","80.8","0.3","334"
"","UP","11379","1950","237.2","124.5","2.9","424"
"","Uttarakhand","1594","80","34.5","11.7","0.1","252"
"","HP","1104","0","23.3","0.0","-0.1","55"
"","J&K","1429","100","28.0","16.7","-2.3","96"
"","Chandigarh","306","0","6.0","5.9","0.1","21"
"WR","Chhattisgarh","2901","256","65.2","17.8","-0.6","351"
"","Gujarat","10374","72","231.3","49.9","-2.5","409"
"","MP","5601","24","111.5","42.9","-1.8","340"
"","Maharashtra","15181","363","313.3","90.7","5.8","489"
"","Goa","410","2","8.0","7.1","0.9","46"
"","DD","660","3","15.3","5.4","9.8","47"
"","DNH","262","1","6.0","13.6","-7.6","45"
"","Essar steel","176","1","3.5","3.5","0.0","51"
"SR","Andhra Pradesh","11433","0","266.4","78.0","1.8","285"
"","Karnataka","7886","500","161.8","29.8","0.7","246"
"","Kerala","3101","150","56.4","21.0","1.1","270"
"","Tamil Nadu","11922","205","250.6","65.2","-2.1","428"
"","Pondy","316","0","6.5","6.6","-0.1","32"
"ER","Bihar","1908","475","42.2","41.1","1.1","200"
"","DVC","2610","0","58.8","-18.2","0.8","300"
"","Jharkhand","953","0","19.1","14.3","-2.8","120"
"","Odisha","3690","0","70.3","22.4","-3.3","100"
"","West Bengal","6780","100","117.5","40.7","1.3","620"
"","Sikkim","84","0","0.9","1.9","-1.0","5"
"NER","Arunachal Pradesh","102","1","1.5","1.4","0.2","63"
"","Assam","1150","170","20.4","13.6","1.3","189"
"","Manipur","91","19","1.4","1.8","-0.4","29"
"","Meghalaya","229","0","3.8","0.3","0.8","62"
"","Mizoram","62","1","1.0","1.0","0.0","12"
"","Nagaland","94","1","1.2","1.3","-0.1","25"
"","Tripura","172","5","3.4","1.0","0.7","59"
