"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5315","0","102.1","37.9","-0.1","180","0.0"
"","Haryana","5989","0","113.9","63.2","1.0","196","0.0"
"","Rajasthan","10852","0","210.2","64.2","1.5","205","0.6"
"","Delhi","3516","0","64.5","47.8","-1.2","111","0.0"
"","UP","12306","0","277.7","103.2","-0.4","415","3.2"
"","Uttarakhand","1771","0","33.7","16.2","-0.4","220","0.0"
"","HP","1362","0","24.5","16.8","0.2","106","0.0"
"","J&K","1905","476","40.6","35.3","1.1","192","9.6"
"","Chandigarh","171","0","3.2","3.5","-0.3","7","0.0"
"WR","Chhattisgarh","3246","0","69.3","14.3","-1.2","335","0.1"
"","Gujarat","15232","0","328.6","95.9","0.5","410","0.0"
"","MP","9715","0","237.6","171.3","0.9","470","0.0"
"","Maharashtra","20549","0","433.0","135.1","2.5","418","0.0"
"","Goa","447","0","9.5","9.6","-0.1","55","0.0"
"","DD","331","0","7.3","6.6","0.7","82","0.0"
"","DNH","746","0","17.1","16.4","0.6","59","0.0"
"","Essar steel","452","0","9.9","8.8","1.1","212","0.0"
"SR","Andhra Pradesh","7473","0","160.3","46.3","0.2","375","0.0"
"","Telangana","7514","0","158.6","56.7","-1.3","262","0.0"
"","Karnataka","8944","0","190.6","74.7","4.0","665","0.0"
"","Kerala","3481","0","66.2","47.2","1.0","202","0.0"
"","Tamil Nadu","12921","0","270.2","130.3","3.2","484","0.0"
"","Pondy","328","0","6.4","6.9","-0.5","20","0.0"
"ER","Bihar","3690","0","65.3","61.7","0.4","40","0.0"
"","DVC","3012","0","57.2","-21.8","1.3","480","0.0"
"","Jharkhand","1035","0","22.2","15.5","0.7","410","0.0"
"","Odisha","3684","0","70.2","32.5","2.1","380","0.0"
"","West Bengal","7311","0","118.4","33.1","2.3","511","0.0"
"","Sikkim","107","0","1.3","1.6","-0.3","7","0.0"
"NER","Arunachal Pradesh","120","6","2.5","2.1","0.4","43","0.0"
"","Assam","1475","10","24.6","18.7","1.1","268","0.4"
"","Manipur","155","4","2.5","2.4","0.0","35","0.1"
"","Meghalaya","295","6","5.6","2.0","0.1","40","0.0"
"","Mizoram","81","4","1.6","1.3","0.3","45","0.0"
"","Nagaland","119","2","2.5","1.6","0.3","28","0.0"
"","Tripura","220","3","3.4","2.1","0.3","57","0.0"
