"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","4879","0","86.7","42.6","0.7","182"
"","Haryana","6114","0","111.5","48.9","-0.4","163"
"","Rajasthan","9658","0","205.5","68.0","1.6","412"
"","Delhi","3751","0","65.0","47.0","-0.9","269"
"","UP","9712","3005","222.3","93.0","1.2","314"
"","Uttarakhand","1841","0","34.7","24.9","2.3","187"
"","HP","1416","0","25.4","20.9","0.5","117"
"","J&K","1923","339","41.0","36.6","0.5","133"
"","Chandigarh","225","0","3.9","3.8","0.3","25"
"WR","Chhattisgarh","3208","134","72.8","24.4","1.4","429"
"","Gujarat","11767","0","257.2","44.7","-1.5","514"
"","MP","8654","0","168.0","93.8","-1.2","230"
"","Maharashtra","18319","131","378.2","117.7","3.4","558"
"","Goa","411","0","7.7","7.5","-0.6","98"
"","DD","277","0","6.1","6.1","0.1","21"
"","DNH","673","0","15.4","15.3","0.1","24"
"","Essar steel","410","0","7.9","7.8","0.1","77"
"SR","Andhra Pradesh","6024","0","137.4","34.6","2.0","452"
"","Telangana","6011","200","132.4","68.8","4.3","374"
"","Karnataka","9322","450","189.0","30.7","3.3","454"
"","Kerala","3381","30","61.7","44.7","2.1","352"
"","Tamil Nadu","12253","909","264.9","92.6","1.6","399"
"","Pondy","320","0","6.2","6.1","0.1","46"
"ER","Bihar","2665","200","52.2","50.8","-4.1","225"
"","DVC","2480","0","54.4","-15.9","0.0","406"
"","Jharkhand","996","0","21.9","10.1","-1.0","98"
"","Odisha","3523","0","63.8","18.2","1.0","445"
"","West Bengal","6258","31","112.2","18.0","0.2","395"
"","Sikkim","70","0","1.2","1.1","0.0","30"
"NER","Arunachal Pradesh","105","5","1.8","1.3","0.5","44"
"","Assam","1135","147","20.3","13.0","2.1","141"
"","Manipur","127","6","2.0","2.1","-0.1","59"
"","Meghalaya","318","0","5.2","5.1","-1.0","30"
"","Mizoram","85","3","1.1","0.9","0.2","37"
"","Nagaland","118","2","2.3","1.5","0.7","32"
"","Tripura","202","0","2.7","0.1","0.4","86"
