"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5459","0","110.1","58.5","-1.5","19","0.0"
"","Haryana","5936","0","116.2","114.5","0.4","226","0.0"
"","Rajasthan","10140","0","201.3","70.6","-2.1","328","0.0"
"","Delhi","3648","0","68.4","53.4","-0.4","569","0.0"
"","UP","14544","0","268.2","120.2","1.0","665","3.9"
"","Uttarakhand","1599","0","30.9","19.6","0.0","113","0.0"
"","HP","1348","0","25.2","15.6","-0.4","231","0.0"
"","J&K","2186","546","43.3","37.0","-1.6","170","10.3"
"","Chandigarh","196","0","3.6","3.5","0.1","24","0.0"
"WR","Chhattisgarh","3378","0","74.0","25.2","0.2","277","0.0"
"","Gujarat","10917","0","234.9","40.0","3.9","675","0.0"
"","MP","7772","0","166.0","112.5","-1.6","373","0.0"
"","Maharashtra","16766","0","350.4","114.7","-1.7","407","0.0"
"","Goa","541","0","10.1","11.0","-1.5","76","0.0"
"","DD","286","0","5.8","5.3","0.5","60","0.0"
"","DNH","692","0","15.3","15.4","-0.1","63","0.0"
"","Essar steel","311","0","5.5","5.7","-0.2","291","0.0"
"SR","Andhra Pradesh","6950","0","149.8","56.6","-2.4","266","0.0"
"","Telangana","6961","0","145.8","39.1","-1.5","471","0.0"
"","Karnataka","6832","0","136.9","22.7","-2.6","710","0.0"
"","Kerala","3186","0","63.5","44.3","0.5","161","0.0"
"","Tamil Nadu","11200","0","221.8","133.5","-3.2","562","0.0"
"","Pondy","313","0","6.0","6.6","-0.6","48","0.0"
"ER","Bihar","5031","0","79.4","78.1","0.8","150","0.0"
"","DVC","3292","0","61.5","-16.3","0.3","250","0.0"
"","Jharkhand","1106","0","22.7","14.2","-1.4","80","0.0"
"","Odisha","4425","0","80.1","9.1","2.1","300","0.0"
"","West Bengal","7698","0","117.4","39.7","0.9","450","0.0"
"","Sikkim","100","0","0.9","1.2","-0.3","10","0.0"
"NER","Arunachal Pradesh","112","2","2.0","1.5","0.3","27","0.0"
"","Assam","1545","20","25.3","18.2","0.7","114","1.0"
"","Manipur","162","3","2.5","2.2","0.3","25","0.0"
"","Meghalaya","332","0","5.8","0.3","0.1","58","0.0"
"","Mizoram","93","1","1.8","1.0","0.2","8","0.0"
"","Nagaland","114","2","2.0","2.0","-0.2","21","0.0"
"","Tripura","267","2","4.0","3.2","-0.7","25","0.0"
