"Region","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5462","0","112.8","44.4","-1.3","24","0.0"
"","Haryana","6481","0","116.2","83.9","0.2","485","0.0"
"","Rajasthan","8423","0","187.2","61.5","-1.3","282","0.0"
"","Delhi","3696","0","78.7","65.6","-1.5","98","0.0"
"","UP","16703","0","315.6","145.7","-1.2","528","0.0"
"","Uttarakhand","1779","0","38.1","16.9","0.4","137","0.0"
"","HP","1355","0","26.1","9.3","0.1","73","0.0"
"","J&K","2168","542","44.7","28.0","-0.8","100","10.6"
"","Chandigarh","181","0","3.5","3.9","-0.4","42","0.0"
"WR","Chhattisgarh","4267","0","95.6","43.7","-3.5","306","0.0"
"","Gujarat","16367","0","367.5","118.1","2.4","615","0.0"
"","MP","8835","0","200.5","89.0","-0.8","343","0.0"
"","Maharashtra","22045","0","487.4","149.7","-1.6","426","0.0"
"","Goa","548","0","13.8","11.0","2.6","36","0.0"
"","DD","333","0","7.5","7.3","0.2","25","0.0"
"","DNH","789","0","18.4","18.5","-0.1","47","0.0"
"","Essar steel","301","0","5.8","5.5","0.3","303","0.0"
"SR","Andhra Pradesh","9023","0","187.8","60.2","0.1","688","0.0"
"","Telangana","7977","0","167.9","65.9","-0.7","567","0.0"
"","Karnataka","11597","0","228.6","67.8","-0.2","479","0.0"
"","Kerala","3577","0","74.9","56.6","0.9","307","0.0"
"","Tamil Nadu","14356","0","330.5","193.7","-0.8","600","0.0"
"","Pondy","427","0","9.2","9.1","0.1","37","0.0"
"ER","Bihar","4831","0","89.8","84.1","1.7","385","0.0"
"","DVC","3223","0","69.3","-48.0","-0.5","320","0.0"
"","Jharkhand","1093","0","22.6","13.2","-0.4","165","0.0"
"","Odisha","4025","0","79.9","27.0","-0.2","345","0.0"
"","West Bengal","8780","0","164.3","47.3","2.3","425","0.0"
"","Sikkim","95","0","1.2","1.2","0.0","20","0.0"
"NER","Arunachal Pradesh","106","3","2.1","2.2","0.0","34","0.0"
"","Assam","1154","306","23.8","20.2","0.4","146","2.7"
"","Manipur","162","4","1.8","1.6","0.2","66","0.0"
"","Meghalaya","343","32","5.3","2.7","0.2","95","0.7"
"","Mizoram","98","3","1.6","1.1","0.3","42","0.0"
"","Nagaland","124","4","2.2","1.9","0.3","25","0.0"
"","Tripura","242","8","3.6","3.3","-0.3","69","0.2"
