"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","5287","0","104.7","52.3","1.3","269"
"","Haryana","6257","0","127.7","83.3","-0.1","276"
"","Rajasthan","10007","0","212.7","68.4","1.5","308"
"","Delhi","3395","0","59.9","45.3","0.7","224"
"","UP","12076","1115","246.1","104.6","1.6","282"
"","Uttarakhand","1813","0","33.5","21.3","2.2","293"
"","HP","1393","0","25.1","20.2","1.0","172"
"","J&K","2008","502","43.0","36.7","0.2","163"
"","Chandigarh","190","0","3.4","3.3","0.3","22"
"WR","Chhattisgarh","3505","0","78.0","31.8","-2.2","370"
"","Gujarat","12764","4","287.6","63.9","5.0","366"
"","MP","9566","0","194.2","113.6","-2.5","166"
"","Maharashtra","18687","5","401.3","112.2","-0.3","592"
"","Goa","446","0","8.9","7.9","0.4","51"
"","DD","301","0","6.7","6.6","0.1","46"
"","DNH","713","0","16.6","16.7","-0.1","45"
"","Essar steel","461","0","9.3","8.6","0.8","195"
"SR","Andhra Pradesh","6879","0","152.0","23.3","-0.6","350"
"","Telangana","6412","0","145.2","95.4","-0.3","173"
"","Karnataka","9232","500","207.0","61.6","2.6","422"
"","Kerala","3640","0","71.2","51.9","2.0","271"
"","Tamil Nadu","14047","0","305.1","148.9","2.9","416"
"","Pondy","310","0","6.7","6.6","0.2","62"
"ER","Bihar","3287","0","63.6","60.2","-1.2","180"
"","DVC","2760","0","64.8","-21.8","2.9","190"
"","Jharkhand","911","0","20.7","14.1","0.5","50"
"","Odisha","3337","0","68.3","22.9","0.0","230"
"","West Bengal","6470","0","121.4","25.6","0.3","200"
"","Sikkim","99","0","1.4","1.3","0.2","25"
"NER","Arunachal Pradesh","112","2","2.0","1.4","0.6","36"
"","Assam","1244","81","21.3","14.6","1.8","208"
"","Manipur","136","4","2.2","1.9","0.3","48"
"","Meghalaya","305","0","4.9","3.3","-0.1","52"
"","Mizoram","81","1","1.3","0.9","0.4","45"
"","Nagaland","99","3","2.0","1.4","0.5","21"
"","Tripura","218","1","3.1","-0.2","1.4","87"
