"RegionRegion","States","Max. Demand Met during the day (MW)","Peak hourShortage (MW)","EnergyMet (MU)","DrawalSchedule (MU)","OD(+)/UD(-) (MU)","MaxOD (MW)"
"NR","Punjab","8576","1035","195.9","123.9","0.8","269"
"","Haryana","7300","67","165.5","103.9","-0.6","218"
"","Rajasthan","7504","103","165.1","63.9","-2.4","120"
"","Delhi","4999","0","105.2","77.6","-3.9","81"
"","UP","10901","1710","216.1","114.1","-3.5","117"
"","Uttarakhand","1454","140","31.4","18.8","2.0","205"
"","HP","1162","0","24.9","2.6","-1.0","40"
"","J&K","1403","100","29.5","18.8","-2.7","18"
"","Chandigarh","285","0","5.9","6.0","-0.1","17"
"WR","Chhattisgarh","2473","13","55.9","15.7","-1.7","218"
"","Gujarat","10389","68","232.7","57.4","8.0","690"
"","MP","5047","18","107.4","48.2","-2.9","85"
"","Maharashtra","13649","142","302.4","91.7","1.5","673"
"","Goa","335","1","7.4","6.1","0.9","75"
"","DD","272","1","6.3","5.6","0.6","71"
"","DNH","602","2","14.3","13.9","0.4","35"
"SR","Andhra Pradesh","9780","800","214.9","80.2","1.7","369"
"","Karnataka","6929","600","141.3","17.7","-0.4","276"
"","Kerala","2759","0","48.3","27.5","2.2","262"
"","Tamil Nadu","11218","616","254.2","73.1","0.8","452"
"","Pondy","312","20","6.6","7.0","-0.4","29"
"ER","Bihar","1995","400","40.6","45.0","-4.4","200"
"","DVC","2495","0","57.5","-21.6","2.4","480"
"","Jharkhand","846","0","18.0","14.5","-3.8","0"
"","Odisha","3364","200","76.3","16.9","3.1","200"
"","West Bengal","6398","19","132.2","38.2","1.5","480"
"","Sikkim","87","0","1.1","1.1","-0.1","22"
"NER","Arunachal Pradesh","73","2","1.0","1.4","-0.4","26"
"","Assam","1036","183","18.7","14.0","-0.6","151"
"","Manipur","103","2","1.5","1.9","-0.4","15"
"","Meghalaya","255","2","4.8","0.8","0.2","119"
"","Mizoram","53","7","0.9","1.1","-0.2","6"
"","Nagaland","92","5","1.5","1.4","-0.2","17"
"","Tripura","201","5","2.9","1.3","0.0","61"
