"RegionRegion","States","Max. Demand Met during the day (MW)","Shortage during maximum Demand (MW)","Energy Met (MU)","Drawal Schedule (MU)","OD(+)/UD(-) (MU)","Max OD (MW)","Energy Shortage (MU)"
"NR","Punjab","5209","0","95.6","29.6","-0.4","174","0.0"
"","Haryana","5497","200","100.9","61.1","1.9","266","0.4"
"","Rajasthan","10875","0","202.0","68.8","2.4","392","0.0"
"","Delhi","3412","0","60.3","46.2","-0.5","187","0.0"
"","UP","12058","270","264.1","88.6","-0.8","507","1.5"
"","Uttarakhand","1804","0","33.8","16.6","0.1","124","0.0"
"","HP","1415","0","25.7","18.8","0.6","180","0.3"
"","J&K","2073","518","42.8","38.3","-0.3","123","10.1"
"","Chandigarh","183","0","3.2","3.4","-0.2","12","0.0"
"WR","Chhattisgarh","3204","0","67.6","3.3","-0.2","146","0.0"
"","Gujarat","14358","0","304.9","96.1","1.6","589","0.0"
"","MP","9022","0","231.5","157.3","0.2","459","0.0"
"","Maharashtra","20806","0","423.7","145.8","2.2","302","0.0"
"","Goa","414","0","8.9","8.4","-0.1","33","0.0"
"","DD","321","0","7.0","6.5","0.5","84","0.0"
"","DNH","740","0","17.1","16.5","0.6","65","0.0"
"","Essar steel","442","0","9.3","9.7","-0.5","130","0.0"
"SR","Andhra Pradesh","7768","0","162.0","64.6","1.7","391","0.0"
"","Telangana","6684","0","143.1","56.6","-2.5","316","0.0"
"","Karnataka","9331","0","198.3","93.1","3.6","426","0.0"
"","Kerala","3507","0","66.6","53.0","0.8","205","0.0"
"","Tamil Nadu","12793","0","261.3","157.4","1.3","468","0.0"
"","Pondy","330","0","6.4","7.0","-0.6","34","0.0"
"ER","Bihar","3661","0","59.4","53.6","-0.1","100","0.0"
"","DVC","3133","0","66.6","-32.9","0.3","200","0.0"
"","Jharkhand","1087","0","25.0","14.0","0.8","60","0.0"
"","Odisha","4344","0","74.4","35.3","4.6","600","0.0"
"","West Bengal","6275","0","97.2","12.2","3.1","480","0.0"
"","Sikkim","100","0","1.4","1.5","-0.1","25","0.0"
"NER","Arunachal Pradesh","114","9","2.3","2.0","0.3","45","0.0"
"","Assam","1362","13","21.6","18.3","-0.8","205","0.5"
"","Manipur","152","7","2.3","2.5","-0.2","29","0.0"
"","Meghalaya","315","4","6.1","2.8","0.1","42","0.0"
"","Mizoram","81","7","1.4","0.9","0.4","45","0.0"
"","Nagaland","95","6","1.9","1.4","0.0","28","0.0"
"","Tripura","215","1","4.3","1.8","0.0","57","0.0"
